Titre original,Note press,Notes spectateur,id allocine,Box office,date,duree_minutes,Nombre_de_critiques_presse,Nombre_de_notes_spectateurs,Nombre_de_critiques_spectateurs
Planet Hulk,,3.4,175726,,,81.0,,115.0,19.0
Virginia,,2.8,205738,,,116.0,,38.0,8.0
Freshman Father,,3.6,185166,,,105.0,,53.0,5.0
Lake Placid 3 (TV),,1.5,187885,,,93.0,,77.0,20.0
Love Ranch,,2.8,131770,,,117.0,,41.0,11.0
Wrong Side of Town,,1.5,217392,,,88.0,,40.0,8.0
Amish Grace,,3.6,187329,,,88.0,,38.0,6.0
Red White & Blue,,3.3,187632,,,103.0,,25.0,7.0
Beauty & the Briefcase,,3.0,179275,,,86.0,,193.0,16.0
Brotherhood,,2.2,183534,,,76.0,,74.0,20.0
Kill Speed,,1.6,183967,,,108.0,,52.0,12.0
Father of Invention,,1.7,145485,,,97.0,,104.0,12.0
Cherry,,3.2,194700,,,99.0,,8.0,7.0
Please Give,,2.6,145195,3445000.0,,86.0,,45.0,8.0
Meteor Storm,,2.1,184988,,,90.0,,34.0,7.0
The Perfect Host,,3.5,177732,,,,,54.0,15.0
Terror Trap,,1.1,192772,,,86.0,,47.0,17.0
Bloodworth,,3.0,188804,,,105.0,,26.0,6.0
Deadly Impact,,2.3,183045,,,96.0,,44.0,11.0
An Invisible Sign,,2.7,136345,,,120.0,,41.0,6.0
The Grace Card,,3.8,188413,1697615.0,,89.0,,11.0,6.0
Cross,,1.5,186069,,,101.0,,27.0,9.0
Airline Disaster,,1.6,183111,,,89.0,,33.0,10.0
Happythankyoumoreplease,,3.8,176284,,,100.0,,93.0,10.0
Wild Things: Foursome,,1.8,183914,,,92.0,,35.0,8.0
Waiting for Forever,,3.3,139384,,,94.0,,104.0,8.0
Supreme Champion,,1.5,203294,,,84.0,,14.0,5.0
Operation Endgame,,1.8,138400,,,87.0,,113.0,29.0
The Bannen Way,,2.3,186491,,,93.0,,56.0,15.0
Monsterwolf,,1.8,196451,,,86.0,,16.0,5.0
Meet Monica Velour,,2.9,140004,,,96.0,,20.0,5.0
The Lost Tribe,,1.3,181651,,,90.0,,52.0,20.0
Dark Relic (TV),,2.1,194853,,,88.0,,20.0,5.0
Dinocroc vs. Supergator,,1.5,195040,,,90.0,,42.0,13.0
"The Butcher, the Chef, and the Swordsman",,2.6,190519,,,89.0,,5.0,5.0
Enemies Among Us,,1.3,183960,,,90.0,,20.0,7.0
Beneath the Dark,,2.2,197426,,,97.0,,47.0,15.0
Mongolian Death Worm (TV),,2.0,200770,,,90.0,,16.0,6.0
Venus & Vegas,,1.6,196812,,,91.0,,35.0,8.0
Secrets in the Walls,,2.5,186640,,,110.0,,52.0,10.0
Limitless,3.0,3.8,135564,78069212.0,2011-06-08,105.0,21.0,24387.0,1381.0
The Girl With The Dragon Tattoo,3.8,4.0,178974,98185403.0,2012-01-18,158.0,26.0,19573.0,1265.0
Contagion,3.2,2.9,178091,74106000.0,2011-11-09,106.0,30.0,15404.0,1230.0
In Time,2.7,3.5,180314,36405892.0,2011-11-23,101.0,25.0,28410.0,1647.0
Friends With Benefits,2.6,3.3,184152,54712145.0,2011-09-07,109.0,11.0,7752.0,548.0
Hanna,2.8,3.2,175478,38604260.0,2011-07-06,117.0,12.0,3163.0,436.0
Harry Potter and the Deathly Hallows - Part 2,3.8,4.2,134925,379750747.0,2011-07-13,130.0,19.0,55387.0,3290.0
The Three Musketeers,2.3,2.2,172168,19896000.0,2011-10-12,110.0,11.0,4643.0,676.0
Drive,4.4,4.1,135082,33164449.0,2011-10-05,100.0,27.0,52650.0,4693.0
Real Steel,2.8,3.7,172808,82547000.0,2011-10-19,127.0,22.0,19166.0,1166.0
The Help,2.6,4.3,176673,168739000.0,2011-10-26,146.0,20.0,19045.0,901.0
The Ides of March,3.3,3.5,131737,40178000.0,2011-10-26,95.0,23.0,6172.0,654.0
"Crazy, Stupid, Love",3.1,3.8,180157,82071000.0,2011-09-14,118.0,20.0,17510.0,968.0
Green Lantern,2.0,2.2,132150,115037144.0,2011-08-10,114.0,20.0,20938.0,1189.0
No Strings Attached,2.3,2.7,185929,68760038.0,2011-02-16,105.0,16.0,8670.0,753.0
Detachment,2.8,4.0,193427,215980.0,2012-02-01,97.0,25.0,3886.0,509.0
Rise of the Planet of the Apes,3.3,4.1,181716,174937803.0,2011-08-05,110.0,20.0,46827.0,2936.0
Puss in Boots,3.1,3.4,123532,146597215.0,2011-11-30,90.0,20.0,9380.0,807.0
Hugo,4.1,3.7,136181,72993753.0,2011-12-14,128.0,31.0,17985.0,1197.0
Arthur Christmas,3.1,3.5,146132,45820235.0,2011-11-23,98.0,7.0,995.0,118.0
The Descendants,3.7,3.6,171157,81454624.0,2012-01-25,110.0,29.0,6409.0,730.0
Moneyball,4.0,3.9,140005,74182000.0,2011-11-16,133.0,22.0,7394.0,463.0
Midnight In Paris,4.2,3.7,178300,55978000.0,2011-05-11,94.0,20.0,17202.0,1475.0
Mission: Impossible - Ghost Protocol,3.9,3.8,147454,206514768.0,2011-12-14,133.0,26.0,26623.0,1549.0
The Mechanic,2.5,2.9,134108,28089000.0,2006-08-01,92.0,14.0,3087.0,410.0
Rio,3.4,3.9,146550,141282076.0,2011-04-13,90.0,19.0,8150.0,810.0
Serbuan Maut,3.7,3.8,196589,3494568.0,2012-06-20,101.0,20.0,6397.0,834.0
Captain America: The First Avenger,3.3,3.5,136557,175805853.0,2011-08-17,124.0,22.0,36825.0,1683.0
Source Code,3.3,3.8,175053,54158000.0,2011-04-20,93.0,27.0,20446.0,1483.0
The Adventures of Tintin: Secret of the Unicorn,3.5,3.7,49757,72321006.0,2011-10-26,107.0,30.0,31115.0,2634.0
Haywire,2.8,2.1,172392,17847671.0,2012-07-11,93.0,24.0,2285.0,390.0
Fast Five,3.3,3.6,178061,208309000.0,2011-05-04,130.0,13.0,23064.0,1574.0
The Tree of Life,3.5,2.8,132244,11685371.0,2011-05-17,138.0,23.0,14225.0,2010.0
Margin Call,4.0,3.8,181773,4695000.0,2012-05-02,107.0,25.0,5310.0,578.0
Warrior,3.6,4.3,138673,13437000.0,2011-09-14,140.0,20.0,9890.0,938.0
Ironclad,,2.7,142523,109685.0,2011-07-20,121.0,,1444.0,289.0
The Lincoln Lawyer,3.3,3.9,185082,57365000.0,2011-05-25,118.0,19.0,5677.0,601.0
Thor,3.0,3.4,129477,180136188.0,2011-04-27,115.0,21.0,41533.0,2136.0
Colombiana,2.3,3.1,182013,35150000.0,2011-07-27,105.0,12.0,5478.0,726.0
War Horse,3.5,3.9,176676,75618652.0,2012-02-22,147.0,30.0,7138.0,960.0
One Day,3.0,3.8,178903,12124000.0,2011-08-24,108.0,10.0,4576.0,437.0
I Am Number Four,1.9,3.0,148101,53488723.0,2011-04-06,111.0,15.0,9279.0,1089.0
Blitz,2.8,2.7,169688,250522.0,2011-06-22,96.0,9.0,2962.0,426.0
Sucker Punch,3.0,3.2,126882,35292286.0,2011-03-28,110.0,18.0,19931.0,2097.0
The Cabin in the Woods,3.5,2.9,137973,41506000.0,2012-05-02,95.0,19.0,7426.0,1248.0
Pirates of the Caribbean: On Stranger Tides,2.5,3.3,139812,239048698.0,2011-05-18,136.0,16.0,42786.0,2312.0
Conan the Barbarian,1.8,1.7,28817,19618000.0,2011-08-17,112.0,13.0,3058.0,575.0
Rango,3.4,3.6,139127,122473000.0,2011-03-23,107.0,27.0,8393.0,1004.0
J. Edgar,3.9,3.4,178870,35718897.0,2012-01-11,135.0,29.0,10941.0,1193.0
Super 8,3.8,3.7,181541,124954000.0,2011-08-03,110.0,23.0,26941.0,2471.0
Paul,2.9,3.4,131015,35078290.0,2011-03-02,102.0,21.0,16741.0,1082.0
We Need to Talk About Kevin,3.7,4.0,146626,105277.0,2011-09-28,110.0,26.0,3592.0,411.0
X-Men: First Class,3.6,4.0,140894,145292351.0,2011-06-01,131.0,20.0,38560.0,2275.0
Cars 2,2.6,3.3,135530,190462898.0,2011-07-27,112.0,16.0,7186.0,719.0
Extremely Loud And Incredibly Close,2.6,3.7,179838,30630595.0,2012-02-29,128.0,19.0,3198.0,446.0
Footloose,2.0,3.2,130038,50847000.0,2011-12-21,113.0,4.0,1254.0,84.0
Take Shelter,4.6,3.9,189944,200659.0,2012-01-04,121.0,27.0,8783.0,783.0
Bad Teacher,2.4,2.1,138880,96718147.0,2011-07-27,93.0,12.0,7252.0,873.0
The Hangover Part II,2.3,3.3,147508,253027043.0,2011-05-25,102.0,17.0,28861.0,1682.0
New Year's Eve,1.5,2.6,178084,53870588.0,2011-12-21,118.0,4.0,3576.0,356.0
The Adjustment Bureau,3.0,3.4,144404,60108660.0,2011-03-23,107.0,27.0,8646.0,957.0
Unknown,2.7,3.3,170958,62239565.0,2011-03-02,110.0,23.0,10708.0,1074.0
Wrecked,,1.8,177009,,2011-09-13,91.0,,435.0,90.0
Apollo 18,1.7,1.7,58300,23622000.0,2011-10-05,86.0,3.0,1660.0,368.0
We Bought A Zoo,3.0,3.7,182075,71705878.0,2012-04-18,123.0,22.0,5188.0,561.0
The Divide,,2.9,174541,,2012-03-01,110.0,,1445.0,330.0
The Change-Up,2.1,2.7,178909,34527000.0,2011-12-28,112.0,14.0,2556.0,240.0
Water for Elephants,2.8,3.8,129955,57689232.0,2011-05-04,115.0,22.0,6071.0,798.0
Transformers: Dark of the Moon,2.4,2.9,144795,349450000.0,2011-06-29,155.0,22.0,25844.0,2197.0
The Green Hornet,3.5,2.9,28983,97468000.0,2011-01-12,117.0,20.0,9987.0,1175.0
The Human Centipede 2 (Full Sequence),,2.0,186131,,2016-05-04,84.0,,1165.0,227.0
Immortals,1.9,2.4,140459,81889376.0,2011-11-23,110.0,14.0,4223.0,590.0
Young Adult,3.0,2.4,179438,14747851.0,2012-03-28,93.0,23.0,2965.0,380.0
Scream 4,3.3,3.0,138196,36920190.0,2011-04-13,110.0,23.0,14368.0,1574.0
The Smurfs,2.6,2.6,61639,139381799.0,2011-08-03,104.0,9.0,4817.0,560.0
Jane Eyre,3.1,3.8,136216,8761000.0,2012-07-25,115.0,18.0,2232.0,258.0
The Thing,2.5,3.0,182645,16040000.0,2011-10-12,103.0,17.0,3302.0,574.0
The Twilight Saga: Breaking Dawn - Part 1,2.5,2.7,146214,279795163.0,2011-11-16,117.0,18.0,23598.0,1467.0
Flypaper,,2.8,182404,,2012-02-01,87.0,,552.0,78.0
Kung Fu Panda 2,3.4,3.8,143048,162695957.0,2011-06-15,95.0,17.0,8559.0,769.0
Killer Joe,3.6,3.4,185536,166183.0,2012-09-05,102.0,25.0,4749.0,670.0
Another Earth,2.6,3.5,189994,9851.0,2011-10-12,92.0,17.0,1524.0,197.0
Seeking Justice,2.0,2.8,135419,526681.0,2012-01-04,105.0,13.0,2934.0,414.0
Sherlock Holmes: A Game of Shadows,3.1,3.9,173048,185271156.0,2012-01-25,127.0,21.0,30461.0,1603.0
Battle: Los Angeles,2.9,2.5,145364,82193266.0,2011-03-16,116.0,10.0,6985.0,1275.0
Bridesmaids,3.9,3.0,180286,167176000.0,2011-08-10,125.0,20.0,4556.0,688.0
Horrible Bosses,2.6,3.1,111406,112574996.0,2011-08-17,100.0,18.0,8374.0,891.0
Mr. Popper's Penguins,2.6,2.9,144607,66067000.0,2011-07-20,100.0,11.0,3491.0,375.0
Red Riding Hood,1.9,2.7,170918,36678750.0,2011-04-20,100.0,18.0,4447.0,588.0
10 Years,,2.3,189144,,2017-06-02,97.0,,306.0,12.0
What's Your Number?,2.2,2.8,178820,12916000.0,2011-10-05,108.0,10.0,2617.0,216.0
Tower Heist,2.8,2.7,186586,75788740.0,2011-11-23,105.0,18.0,3288.0,324.0
The Darkest Hour,1.3,1.7,179924,20714023.0,2012-01-11,89.0,10.0,2019.0,355.0
Texas Killing Fields,2.6,2.5,175594,63526.0,2011-12-28,104.0,12.0,1113.0,192.0
Cowboys & Aliens,2.5,2.4,137425,99290000.0,2011-08-24,117.0,22.0,10451.0,1218.0
ATM,,1.8,178198,,2012-10-05,,,511.0,121.0
The Rite,2.1,2.5,178482,32310529.0,2011-03-09,112.0,14.0,4298.0,713.0
Season of the Witch,1.6,1.9,139382,23710663.0,2011-01-12,95.0,5.0,4794.0,865.0
Priest,3.0,2.4,144461,28713577.0,2011-05-11,87.0,7.0,3398.0,565.0
Martha Marcy May Marlene,3.8,3.5,185291,1690000.0,2012-02-29,101.0,24.0,1638.0,249.0
Final Destination 5,2.9,2.9,185311,41751000.0,2011-08-31,92.0,14.0,5412.0,831.0
Blackthorn,3.3,3.5,183357,48022.0,2011-08-31,92.0,20.0,869.0,146.0
Grave Encounters,,3.4,188562,,2012-01-26,92.0,,1306.0,230.0
Monte Carlo,1.5,3.0,130015,21772588.0,2011-08-24,109.0,2.0,1084.0,58.0
Magic Beyond Words: The JK Rowling Story,,3.9,200884,,2012-10-02,95.0,,310.0,35.0
The Collection,,2.9,195110,6520794.0,2013-07-10,82.0,,860.0,140.0
My Week with Marilyn,2.7,3.3,176326,10458340.0,2012-04-04,102.0,26.0,2507.0,326.0
Sanctum,2.3,2.5,122066,22289000.0,2011-02-23,105.0,16.0,2100.0,478.0
Red Dog,,4.0,189961,,2013-09-30,92.0,,213.0,27.0
Machine Gun Preacher,,3.7,177497,,2013-01-02,129.0,,961.0,120.0
Fright Night,2.4,2.6,130996,16976000.0,2011-09-14,120.0,18.0,2906.0,413.0
Beastly,1.4,2.6,143368,26786409.0,2011-07-06,83.0,7.0,2820.0,357.0
Larry Crowne,2.0,2.6,177302,34327405.0,2011-07-06,99.0,18.0,2243.0,331.0
30 Minutes or Less,2.3,2.3,182256,31702000.0,2011-12-28,83.0,7.0,1247.0,142.0
Winnie The Pooh,4.0,3.2,182255,25295510.0,2011-04-13,63.0,7.0,476.0,56.0
Abduction,1.4,2.2,178184,26826599.0,2011-09-28,100.0,8.0,4374.0,610.0
The Beaver,3.2,3.5,140487,188966.0,2011-05-25,91.0,19.0,2987.0,487.0
Just Go With It,1.9,2.8,176518,101425320.0,2011-03-23,111.0,13.0,3150.0,350.0
Beethovens abenteuerliche Weihnachten,,2.3,198153,,2011-12-02,90.0,,42.0,13.0
Man On A Ledge,2.3,3.3,185293,17471432.0,2012-02-15,102.0,17.0,4528.0,547.0
The Double,,2.5,182751,,2012-05-18,94.0,,554.0,84.0
Hostel: Part III,,1.6,169890,,2012-01-18,88.0,,1114.0,174.0
Trespass,1.3,1.8,183477,212229.0,2012-07-18,91.0,7.0,1721.0,336.0
Julia X,,1.7,196222,,2013-02-20,95.0,,256.0,62.0
Wrong Turn 4: Bloody Beginnings,,2.0,194739,,2015-02-01,93.0,,636.0,128.0
Dylan Dog: Dead of Night,,1.9,131727,754779.0,2012-07-18,107.0,,383.0,69.0
Red State,,2.4,127878,,2012-06-26,88.0,,771.0,145.0
Hall Pass,2.9,2.4,177205,43754971.0,2011-04-27,105.0,18.0,3022.0,426.0
Johnny English Reborn,2.7,2.9,180179,7686000.0,2011-10-19,101.0,17.0,3022.0,387.0
A Thousand Words,1.4,2.6,131378,17422303.0,2012-05-16,91.0,7.0,1013.0,112.0
A Cinderella Story: Once Upon a Song,,3.3,198624,,2012-02-22,100.0,,349.0,12.0
The Ward,4.0,2.7,143197,,2012-02-01,88.0,2.0,1051.0,222.0
2012: Ice Age,,1.0,195012,,2012-04-17,91.0,,134.0,41.0
Like Crazy,,3.5,188596,3151000.0,2012-07-15,89.0,,796.0,64.0
The Legend of Awesomest Maximus,,1.5,131379,,2020-03-04,90.0,,101.0,24.0
Never Back Down 2,,2.6,194154,,2015-01-01,99.0,,541.0,51.0
Detention,,2.9,184143,,2012-08-08,95.0,,588.0,116.0
Too Big to Fail,,3.4,193206,,2018-07-15,98.0,,131.0,22.0
"Big Momma's: Like Father, Like Son",1.3,2.3,140127,36407678.0,2011-03-30,107.0,3.0,957.0,118.0
The Rum Diary,2.4,2.4,126372,12358000.0,2011-11-30,120.0,19.0,1961.0,245.0
Piranha 3DD,,1.4,185029,,2013-12-03,88.0,,1070.0,173.0
Love,,2.0,175082,,2012-11-06,84.0,,261.0,83.0
Bernie,,3.3,184456,6698000.0,2014-11-05,104.0,,115.0,15.0
Gnomeo and Juliet,2.7,2.7,60258,96866076.0,2011-02-16,84.0,15.0,1310.0,157.0
Alpeis,3.2,2.2,191024,4367.0,2013-03-27,93.0,18.0,202.0,30.0
God Bless America,3.1,4.0,191623,64331.0,2012-10-10,100.0,24.0,3149.0,408.0
Straw Dogs,,2.8,127658,8884000.0,2011-11-09,,,407.0,66.0
Drive Angry,2.7,2.1,172052,9103951.0,2011-03-23,104.0,19.0,2820.0,501.0
Mars Needs Moms,,2.5,144197,20370610.0,2015-01-01,88.0,,379.0,60.0
Zookeeper,1.0,2.2,86789,75800690.0,2011-08-17,99.0,2.0,735.0,102.0
Dolphin Tale,2.2,3.6,184342,68625000.0,2011-11-02,112.0,11.0,585.0,84.0
Your Sister's Sister,2.8,3.5,197649,39116.0,2013-07-03,91.0,14.0,415.0,66.0
Kill The Irishman,,3.6,146408,,2011-09-27,106.0,,461.0,57.0
Alvin and the Chipmunks : Chip-Wrecked,2.3,2.5,178869,130804000.0,2011-12-21,90.0,7.0,1956.0,180.0
Born to Race,,3.1,196419,,2012-01-11,100.0,,252.0,37.0
Something Borrowed,,3.1,78573,37626409.0,2012-07-11,112.0,,368.0,23.0
The Sunset Limited,,3.4,171675,,2018-07-15,91.0,,243.0,40.0
Ice Age: A Mammoth Christmas,,3.2,208001,,2020-03-24,26.0,,124.0,7.0
In the Land of Blood and Honey,3.1,3.4,184984,38390.0,2012-02-22,125.0,23.0,712.0,117.0
Elephant White,,1.8,174814,,2011-11-24,91.0,,96.0,22.0
Dream House,1.5,2.5,145616,20834000.0,2011-10-05,91.0,15.0,2216.0,438.0
RA. One,,1.8,196249,,2013-07-24,156.0,,457.0,129.0
Pathfinders: In the Company of Strangers,,1.5,194893,,2011-08-09,90.0,,52.0,10.0
Goon,,2.7,186488,,2012-07-06,92.0,,496.0,60.0
S.W.A.T.: Firefight,,2.0,189455,,2019-01-17,85.0,,275.0,44.0
Restless,3.4,3.8,171731,80172.0,2011-09-21,95.0,20.0,1829.0,238.0
4:44 Last day on earth,3.3,2.1,193915,15475.0,2012-12-19,82.0,22.0,413.0,83.0
Your Highness,1.9,2.0,136702,21102070.0,2011-09-07,102.0,9.0,1297.0,172.0
Intruders,2.2,2.2,180154,7155.0,2012-01-11,101.0,13.0,704.0,128.0
Mean Girls 2,,2.2,190225,,2017-10-22,96.0,,291.0,24.0
The Deep Blue Sea,3.5,2.7,189168,52406.0,2012-06-20,95.0,23.0,559.0,96.0
House of the Rising Sun,,1.8,199494,,2012-04-17,87.0,,66.0,16.0
The Incident,,2.8,186619,,2012-07-04,85.0,,603.0,158.0
The Big Year,1.5,2.3,178901,3325000.0,2012-09-19,100.0,2.0,375.0,46.0
The Woman,,2.6,194067,,2012-03-01,100.0,,495.0,116.0
Cat Run,,2.2,190343,,2015-07-30,106.0,,32.0,6.0
Bellflower,3.0,3.7,191456,37904.0,2012-03-21,106.0,22.0,1176.0,157.0
Hobo with a Shotgun,,2.8,180520,,2011-10-05,85.0,,515.0,116.0
Jumping the Broom,,3.0,182973,36695004.0,2017-08-09,113.0,,132.0,10.0
Shark Night 3D,1.8,1.4,180152,17329000.0,2011-09-21,91.0,12.0,1251.0,297.0
Margaret,3.2,2.2,108637,503.0,2012-08-29,150.0,6.0,213.0,32.0
Jack and Jill,1.6,1.2,106905,70506629.0,2012-01-25,91.0,7.0,930.0,134.0
All Things Fall Apart,,3.2,178311,,2012-01-11,96.0,,127.0,16.0
Diary of a Wimpy Kid: Rodrick Rules,,3.1,181875,50290531.0,2011-07-13,94.0,,263.0,24.0
Paranormal Activity 3,2.5,2.4,188076,103245000.0,2011-10-19,84.0,2.0,3317.0,670.0
Honey 2,1.8,2.5,190664,292861.0,2011-07-20,110.0,6.0,951.0,118.0
The Son Of No One,,2.1,178248,,2012-06-01,90.0,,290.0,47.0
11-11-11,,1.4,184901,,2012-10-24,90.0,,191.0,50.0
A Very Harold & Kumar 3D Christmas,,3.1,146543,33986208.0,2012-05-14,90.0,,539.0,49.0
The Art of Getting By,2.3,3.4,186007,679160.0,2012-05-02,84.0,3.0,1026.0,78.0
Fading of the Cries,,1.1,138191,,2012-06-01,94.0,,97.0,28.0
Take Me Home Tonight,1.8,2.5,181137,5891092.0,2011-12-07,97.0,4.0,661.0,76.0
Hoodwinked Too! Hood VS. Evil,,2.2,127677,9199021.0,2011-11-16,86.0,,180.0,20.0
Meeting Evil,,2.1,189302,,2012-08-22,85.0,,225.0,49.0
The Muppets,,3.4,134931,85561195.0,2012-04-11,103.0,,450.0,53.0
Cougar Hunting,,1.5,193735,,2013-02-19,92.0,,100.0,13.0
The Innkeepers,,1.8,196386,,2013-08-28,97.0,,337.0,70.0
Zombie Apocalypse,,1.3,197632,,2015-04-07,87.0,,153.0,46.0
Game Change (TV),,3.8,191383,,2018-07-13,120.0,,188.0,30.0
I Don't Know How She Does It,3.3,2.2,189295,9220000.0,2011-09-21,90.0,3.0,1044.0,155.0
Spy Kids 4: All the Time in the World,,1.8,173111,37538000.0,2023-01-17,89.0,,272.0,28.0
The Roommate,,2.4,144608,36845772.0,2011-06-15,,,681.0,103.0
Café,,2.6,146620,,2020-02-10,95.0,,111.0,25.0
The Dilemma,1.5,1.9,181754,47635695.0,2011-05-11,112.0,11.0,541.0,67.0
The Ledge,,3.1,178808,,2012-02-02,101.0,,238.0,46.0
Circumstance,2.9,3.4,190011,19552.0,2012-02-08,105.0,16.0,356.0,52.0
The Ouija Experiment,,1.2,226856,,2015-07-02,92.0,,88.0,18.0
Setup,,1.6,187668,,2012-01-03,85.0,,482.0,61.0
Touchback,,3.2,203175,,2013-01-09,118.0,,164.0,23.0
Geek Charming,,3.1,205638,,2016-02-01,97.0,,290.0,22.0
Hirokin,,1.5,204811,,2013-02-11,101.0,,83.0,17.0
In the Name of the King 2: Two Worlds,,1.2,187451,,2012-01-04,96.0,,174.0,35.0
Assassination Games,,2.8,172857,,2023-03-01,101.0,,220.0,43.0
ChromeSkull: Laid to Rest 2,,1.7,195991,,2014-04-11,90.0,,129.0,35.0
The Courier,,1.7,42807,,2012-08-14,99.0,,136.0,31.0
A Better Life,,3.7,175739,543000.0,2021-08-24,98.0,,28.0,6.0
Another Happy Day,3.0,3.0,189360,106123.0,2012-02-01,119.0,20.0,1075.0,183.0
Green Lantern: Emerald Knights,,3.5,191618,,2016-03-22,84.0,,106.0,18.0
Henry's Crime,,2.0,172139,,2013-01-23,108.0,,241.0,37.0
Faces In The Crowd,,2.9,174661,,2012-06-29,100.0,,392.0,61.0
Batman: Year One,,4.0,182689,,2012-07-04,64.0,,504.0,53.0
Carjacked,,1.5,188554,,2012-04-03,89.0,,98.0,26.0
One For The Money,1.6,1.9,183494,25461147.0,2012-02-08,91.0,11.0,1300.0,150.0
Barbie : Perfect Christmas,,2.4,198146,,2022-09-01,74.0,,45.0,5.0
La chispa de la vida,3.0,3.0,189196,2531.0,2012-12-12,95.0,18.0,201.0,44.0
Sacrifice,,1.8,194408,,2012-11-02,100.0,,45.0,10.0
Mimesis,,1.6,217123,,2014-03-03,99.0,,116.0,31.0
Storm War,,1.4,204247,,2012-03-20,90.0,,30.0,7.0
Son of Morning,,1.6,132787,,2013-03-05,,,38.0,10.0
Damsels in Distress,3.1,2.4,182416,8229.0,2012-10-03,99.0,17.0,232.0,39.0
That's What I Am,,3.6,193292,,2012-02-16,101.0,,175.0,29.0
War of the Dead,,1.3,198901,,2012-12-13,86.0,,95.0,27.0
Sharpay's Fabulous Adventure,,2.5,184608,,2020-03-24,90.0,,122.0,8.0
The Sitter,1.4,2.2,184994,28722994.0,2012-06-13,100.0,8.0,536.0,55.0
The Gundown,,1.7,206569,,2012-05-22,97.0,,58.0,12.0
The Howling : Reborn,,1.9,175736,,2012-05-02,87.0,,90.0,20.0
Scream of the Banshee,,1.5,190200,,2012-10-18,90.0,,54.0,16.0
Barbie: Princess Charm School,,3.4,207767,,2022-10-13,81.0,,113.0,6.0
Elevator,,1.7,209499,,2013-03-20,84.0,,178.0,45.0
A Good Old Fashioned Orgy,,2.8,136248,,2015-04-01,99.0,,169.0,18.0
Night of the Living Dead 3D: Re-Animation,,1.3,193848,,2013-09-02,88.0,,44.0,12.0
Chillerama,,3.1,196378,,2017-10-16,115.0,,34.0,8.0
Collision Earth,,1.5,207808,,2013-08-21,86.0,,65.0,17.0
Win Win,3.0,3.2,178307,9352000.0,2011-08-31,106.0,16.0,394.0,57.0
Red Rose of Normandy,,1.4,204698,,2012-04-11,94.0,,37.0,18.0
200 MPH,,1.1,198696,,2012-03-01,92.0,,44.0,15.0
Father's Day,,2.1,194791,,2013-06-12,97.0,,75.0,19.0
Breaking Wind,,1.3,202770,,2012-06-01,91.0,,108.0,24.0
Arena,,2.0,180514,,2012-01-04,94.0,,202.0,50.0
Blood Out,,1.7,194427,,2011-09-20,85.0,,115.0,24.0
The Theatre Bizarre,3.2,2.3,196549,538.0,2012-05-09,114.0,10.0,324.0,75.0
Arthur,,2.4,141341,31671622.0,2011-05-11,110.0,,340.0,41.0
Prom,,3.1,185051,9678881.0,2020-03-24,104.0,,164.0,18.0
Beverly Hills Chihuahua 2,,2.2,188098,,2011-02-07,80.0,,102.0,10.0
Episode 50,,1.1,196738,,2012-01-03,78.0,,192.0,71.0
Beneath the Darkness,,1.7,195125,,2012-08-14,96.0,,170.0,46.0
Take Me Home,,3.2,139257,,2022-11-23,97.0,,76.0,11.0
Our Idiot Brother,,2.9,182375,23622000.0,2022-11-28,90.0,,375.0,23.0
The Convincer,,3.3,177974,,2016-02-01,93.0,,138.0,26.0
Without,3.3,2.3,196087,465.0,2012-11-14,87.0,11.0,17.0,5.0
The Chaperone,,2.4,189708,,2011-04-12,99.0,,81.0,22.0
The River Murders,,1.9,206574,,2012-08-01,92.0,,56.0,10.0
Freerunner,,1.7,198495,,2012-06-05,85.0,,121.0,19.0
Husk,,2.1,4213,,2013-01-08,83.0,,165.0,48.0
Choose,,1.8,191927,,2012-05-09,83.0,,210.0,45.0
Sand Sharks,,1.2,199047,,2013-06-18,87.0,,109.0,28.0
Eyes Find Eyes,2.4,2.8,192846,921.0,2011-06-08,82.0,7.0,14.0,5.0
The Task,,1.7,190212,,2012-04-03,94.0,,132.0,34.0
Dark Horse,3.1,2.2,194174,13719.0,2012-08-29,85.0,22.0,127.0,25.0
Dawn of the Dragonslayer,,1.5,200205,,2012-03-01,97.0,,86.0,17.0
Killer Mountain,,1.5,208515,,2013-02-11,85.0,,34.0,8.0
The Big Bang,,1.7,146432,,2011-07-20,101.0,,93.0,21.0
Cinema Verité,,2.7,190512,,2018-07-12,86.0,,35.0,8.0
Escapee,,1.4,197086,,2012-04-24,93.0,,104.0,26.0
"Jeff, Who Lives at Home",,2.9,178876,3400120.0,2012-10-10,83.0,,306.0,34.0
Memorial Day,,2.9,206316,,2012-06-06,104.0,,44.0,7.0
51,,1.2,189446,,2013-04-03,90.0,,89.0,22.0
Alyce Kills,,2.5,198328,,2012-04-03,90.0,,128.0,33.0
Street Kings 2: Motor City,,2.0,192671,,2011-09-07,89.0,,67.0,11.0
The Color Wheel,3.1,2.9,196085,3745.0,2012-08-01,83.0,11.0,74.0,8.0
Pariah,,3.1,190070,,2020-04-10,86.0,,63.0,7.0
The Legend of Hell's Gate: An American Conspiracy,,1.9,205446,,2013-04-03,108.0,,35.0,8.0
On the Ice,3.4,2.7,190074,15875.0,2011-12-14,96.0,22.0,220.0,52.0
Age of the Dragons,,1.2,189454,,2011-07-05,91.0,,165.0,54.0
Lovely Molly,,2.0,196588,41167000.0,2013-09-17,100.0,,174.0,47.0
