Titre original,Note press,Notes spectateur,id allocine,Box office,date,duree_minutes,Nombre_de_critiques_presse,Nombre_de_notes_spectateurs,Nombre_de_critiques_spectateurs
Sherlock Gnomes,3.1,2.4,204576,33734129.0,2018-04-11,87.0,8.0,414.0,41.0
"Juliet, Naked",,2.8,251180,,2020-02-05,98.0,,128.0,7.0
Donnybrook,,2.2,249814,,2020-03-25,101.0,,183.0,23.0
Asher,,2.3,256004,,2019-08-16,104.0,,105.0,12.0
Discarnate,,1.7,238182,,2019-04-09,83.0,,131.0,15.0
Suicide Squad: Hell To Pay,,3.2,261771,,2018-04-11,86.0,,168.0,18.0
Brian Banks,,4.1,230789,,2019-11-06,99.0,,90.0,6.0
Burden,,3.4,250488,,2021-07-26,129.0,,142.0,10.0
My Dinner with Hervé,,3.5,139975,,2018-12-30,110.0,,107.0,12.0
Killerman,,2.0,256000,,2020-01-03,109.0,,159.0,12.0
The Witch in the Window,,1.6,265752,,2021-01-10,77.0,,83.0,18.0
The Marine 6 : Close Quarters,,2.4,267106,,2018-11-12,82.0,,37.0,8.0
The Last Sharknado: It's About Time,,1.6,262788,,2018-08-23,90.0,,94.0,18.0
Head Full Of Honey,,2.7,238663,17118.0,2019-03-20,132.0,,188.0,31.0
Duck Duck Goose,2.7,2.4,253702,370234.0,2018-08-15,91.0,14.0,263.0,30.0
Alex Strangelove,,3.0,257211,,2020-04-28,99.0,,356.0,25.0
Nappily Ever After,,3.3,258261,,2020-04-28,98.0,,225.0,8.0
Port Authority,3.3,3.8,264843,20016.0,2019-09-25,105.0,21.0,367.0,26.0
Harry & Meghan: A Royal Romance,,2.6,261844,,2021-06-23,90.0,,58.0,7.0
Ride,,1.7,255396,,2020-04-09,79.0,,105.0,12.0
Time Freak,,2.5,255456,,2019-03-05,104.0,,136.0,12.0
Bel Canto,,2.3,250051,,2019-05-22,102.0,,92.0,13.0
Arizona,,2.5,257435,,2019-03-18,85.0,,85.0,11.0
Dude,,2.1,243654,,2018-04-20,97.0,,232.0,16.0
Constantine: City of Demons,,3.1,266610,,2018-10-16,60.0,,77.0,6.0
Nobody's Fool,,2.3,263187,24372350.0,2019-02-25,111.0,,118.0,9.0
Office Uprising,,2.0,244874,,2019-10-16,92.0,,106.0,10.0
The Public,,2.9,244821,,2022-02-03,122.0,,22.0,5.0
A Futile And Stupid Gesture,,2.8,246376,,2020-04-28,101.0,,95.0,11.0
Drunk Parents,,1.4,240964,,2019-10-21,,,98.0,13.0
JT LeRoy,,2.5,245003,,2020-10-15,108.0,,62.0,5.0
Banana Split,,2.5,261398,,2020-06-07,88.0,,43.0,5.0
Action Point,,2.3,253697,2390164.0,2020-01-02,85.0,,133.0,6.0
River Runs Red,,1.9,268156,,2020-05-27,94.0,,53.0,5.0
Batman: Gotham By Gaslight,,3.4,258463,,2018-02-28,78.0,,247.0,25.0
Beyond White Space,,1.9,269660,,2021-06-09,93.0,,21.0,6.0
Night Comes On,3.3,3.3,261654,2239.0,2019-02-13,87.0,18.0,92.0,11.0
The Drone,,1.4,270704,,2021-05-05,82.0,,42.0,12.0
Family Blood,,1.8,263310,,2018-05-15,92.0,,107.0,15.0
Gemini,,1.6,248155,,2018-09-30,93.0,,66.0,5.0
Lake Placid: Legacy,,1.2,265948,,2018-09-10,93.0,,121.0,17.0
Edge of Fear,,2.1,269177,,2018-10-31,91.0,,78.0,14.0
Puppet Master: The Littlest Reich,,2.2,247234,,2019-06-27,96.0,,48.0,7.0
End of the World,,1.8,268898,,2021-06-09,88.0,,13.0,5.0
The Last Laugh,,2.1,259242,,2020-04-28,98.0,,65.0,7.0
The Mountain,2.8,3.3,266086,1380.0,2019-06-26,108.0,22.0,67.0,8.0
Yomeddine,2.9,3.9,263986,23735.0,2018-11-21,97.0,22.0,110.0,26.0
The Ranger,,1.5,255723,,2018-09-22,80.0,,118.0,17.0
Father Of The Year,,2.2,265029,,2020-04-28,94.0,,135.0,8.0
Tremors 6: A Cold Day In Hell,,2.1,250419,,2018-05-15,98.0,,62.0,6.0
We The Animals,3.5,3.4,261669,990.0,2019-03-13,94.0,17.0,90.0,9.0
Hearts Beat Loud,,3.1,257794,,2019-01-09,97.0,,37.0,5.0
Daphne and Velma,,1.6,261009,,2018-07-17,75.0,,41.0,5.0
Candy Jar,,2.4,263804,,2020-04-10,92.0,,133.0,7.0
Scooby-Doo & Batman: The Brave And The Bold,,2.9,261702,,2018-02-07,72.0,,74.0,11.0
Rust Creek,,2.9,268046,,2022-10-25,108.0,,90.0,15.0
Welcome the Stranger,,1.8,249576,,2018-04-02,,,42.0,7.0
6 Balloons,,2.5,252089,,2020-04-28,74.0,,91.0,5.0
Triassic World,,1.3,265753,,2021-10-28,89.0,,20.0,5.0
Dear Dictator,,1.8,261685,,2018-07-03,91.0,,90.0,9.0
A Bread Factory Part One: For the Sake of Gold,3.3,2.5,255986,789.0,2018-11-28,122.0,15.0,25.0,5.0
The Gallows Act II,,1.8,265971,,2019-10-24,99.0,,24.0,7.0
An Evening With Beverly Luff Linn,,2.1,254020,,2020-09-03,108.0,,57.0,8.0
Happy Anniversary,,2.1,253534,,2020-04-28,78.0,,64.0,8.0
The VelociPastor,,3.1,267450,,2018-10-04,75.0,,60.0,27.0
Clara,,3.0,254392,,,105.0,,152.0,20.0
Hellraiser: Judgment,,1.7,245270,,,81.0,,38.0,7.0
Swiped,,1.5,267357,,,93.0,,179.0,11.0
Wildling,,3.0,262515,,,92.0,,41.0,10.0
Darc,,2.9,264514,,,97.0,,99.0,8.0
Delirium,,2.3,243276,,,97.0,,211.0,21.0
Magic Camp,,2.8,231104,,,100.0,,92.0,9.0
Hover,,1.6,261680,,,86.0,,54.0,9.0
Monster Party,,2.4,268474,,,89.0,,22.0,6.0
Dark Waters,4.0,4.1,269509,8786824.0,2020-02-26,128.0,37.0,7506.0,343.0
The Last Vermeer,,3.5,264391,,2021-03-30,117.0,,208.0,17.0
Last Christmas,2.5,3.3,265823,33453935.0,2019-11-27,103.0,21.0,2178.0,217.0
Official Secrets,,3.8,244743,,2020-01-02,112.0,,986.0,75.0
Joker,4.1,4.4,258374,330523625.0,2019-10-09,122.0,44.0,50783.0,3461.0
Triple Frontier,,3.1,171096,,2020-04-10,113.0,,3110.0,213.0
Midsommar,3.7,3.5,264668,22479475.0,2019-07-31,147.0,27.0,5504.0,588.0
Once Upon A Time...in Hollywood,4.1,3.8,257482,134368392.0,2019-08-14,161.0,39.0,29271.0,2033.0
Ad Astra,4.4,3.2,247520,46966357.0,2019-09-18,124.0,40.0,16590.0,1316.0
Klaus,4.2,4.2,262273,,2020-04-10,96.0,6.0,7542.0,202.0
John Wick: Chapter 3 - Parabellum,3.5,3.6,250861,161389433.0,2019-05-22,132.0,19.0,8102.0,669.0
The Irishman,4.4,3.9,139628,,2021-09-15,209.0,23.0,11351.0,477.0
Little Women,3.7,3.8,224808,102724187.0,2020-01-01,135.0,28.0,9400.0,368.0
The Lion King,3.4,4.0,250594,540079599.0,2019-07-17,118.0,28.0,25468.0,1371.0
After,1.9,2.4,266065,6002349.0,2019-04-17,106.0,7.0,4860.0,1009.0
The Professor And The Madman,,3.9,249264,,2019-11-29,124.0,,510.0,38.0
Captain Marvel,3.2,3.5,141110,420774262.0,2019-03-06,124.0,27.0,24739.0,927.0
Fast & Furious Presents: Hobbs & Shaw,2.8,2.8,219944,170609950.0,2019-08-07,136.0,23.0,12637.0,516.0
Knives Out,3.8,4.1,267546,158889297.0,2019-11-27,131.0,23.0,20931.0,850.0
Glass,3.6,3.5,253849,104555950.0,2019-01-16,130.0,31.0,9864.0,714.0
Ford v. Ferrari,3.8,4.3,262396,102007956.0,2019-11-13,153.0,33.0,16964.0,723.0
Avengers: Endgame,3.2,4.2,232669,847881150.0,2019-04-24,181.0,33.0,36700.0,2054.0
1917,4.2,4.3,265567,155907149.0,2020-01-15,119.0,40.0,26154.0,1486.0
Alita : Battle Angel,3.4,4.2,61280,83814378.0,2019-02-13,122.0,32.0,14600.0,1193.0
Doctor Sleep,3.1,3.6,242734,24865108.0,2019-10-30,152.0,18.0,4483.0,416.0
Fractured,,3.1,269541,,2020-04-10,100.0,,4173.0,257.0
Aladdin,3.2,3.7,250865,350477077.0,2019-05-22,129.0,16.0,8834.0,832.0
Gemini Man,2.9,2.7,143746,43407915.0,2019-10-02,117.0,27.0,5272.0,438.0
Midway,3.3,3.6,247271,53395608.0,2019-11-06,139.0,16.0,3779.0,386.0
Togo,,4.3,243860,,2020-03-24,113.0,,1342.0,83.0
Terminator: Dark Fate,3.0,2.6,146552,48465366.0,2019-10-23,129.0,30.0,11829.0,868.0
Us,3.3,3.1,255999,172877890.0,2019-03-20,116.0,32.0,7019.0,634.0
Marriage Story,4.5,4.0,261015,,2020-04-14,137.0,11.0,8268.0,225.0
Star Wars: The Rise of Skywalker,3.1,3.0,215094,510634826.0,2019-12-18,142.0,34.0,28516.0,2724.0
Jojo Rabbit,3.1,3.9,258998,395926.0,2020-01-29,108.0,37.0,10887.0,438.0
Godzilla: King of the Monsters,2.5,2.6,228997,102501438.0,2019-05-29,132.0,15.0,5251.0,478.0
In the Shadow of the Moon,,2.8,265583,,2020-04-10,115.0,,1196.0,120.0
Vivarium,3.6,2.6,256558,29763.0,2020-03-11,98.0,32.0,2577.0,321.0
6 Underground,2.2,3.0,263209,,2021-09-15,127.0,11.0,9564.0,358.0
Frozen II,3.3,3.4,233713,464964348.0,2019-11-20,104.0,28.0,13378.0,658.0
Motherless Brooklyn,3.8,3.7,138087,3500454.0,2019-12-04,145.0,28.0,7097.0,335.0
Uncut Gems,4.3,3.4,256322,36556384.0,2020-12-20,135.0,15.0,4662.0,196.0
"Extremely Wicked, Shockingly Evil and Vile",,3.9,256245,,2021-08-22,110.0,,2882.0,147.0
Bombshell,3.5,3.5,268490,24589972.0,2020-01-22,110.0,33.0,6948.0,283.0
The Lodge,,2.1,258171,,2020-07-15,113.0,,421.0,48.0
The Good Liar,2.7,3.5,263277,11791988.0,2020-01-01,110.0,16.0,1601.0,164.0
El Camino: A Breaking Bad Movie,3.3,3.6,269367,,2019-10-11,122.0,7.0,3501.0,266.0
The Goldfinch,2.3,3.2,230149,2679027.0,2019-09-18,150.0,15.0,700.0,83.0
The Lighthouse,3.6,3.5,262493,3610446.0,2019-12-18,109.0,26.0,3043.0,256.0
Pet Sematary,2.8,2.6,178703,52645265.0,2019-04-10,101.0,28.0,3475.0,375.0
Pokémon Detective Pikachu,3.1,3.5,248825,137609871.0,2019-05-08,105.0,13.0,6233.0,478.0
Countdown,2.8,2.4,273488,17684318.0,2019-11-13,91.0,19.0,1758.0,187.0
Crawl,3.4,2.7,264465,36127089.0,2019-07-24,88.0,31.0,4051.0,489.0
The Highwaymen,,3.7,202814,,2020-04-10,131.0,,2007.0,109.0
It Chapter Two,2.8,3.0,208633,209608260.0,2019-09-11,170.0,21.0,13915.0,765.0
Underwater,2.6,2.6,254155,7008297.0,2020-01-08,95.0,14.0,5848.0,368.0
How To Train Your Dragon: The Hidden World,3.9,4.2,222451,156700470.0,2019-02-06,104.0,25.0,7378.0,366.0
The Boy Who Harnessed the Wind,,4.2,259993,,2021-09-25,113.0,,1401.0,62.0
Toy Story 4,4.2,4.2,218956,419703807.0,2019-06-26,100.0,35.0,11755.0,625.0
Sound of Metal,3.9,4.1,244574,38666.0,2021-06-16,120.0,28.0,2044.0,116.0
Escape Room,2.5,3.2,258107,52107235.0,2019-02-27,99.0,19.0,4398.0,327.0
Spider-Man: Far From Home,3.2,3.7,222291,384756321.0,2019-07-03,130.0,29.0,14287.0,814.0
Polar,,3.0,232724,,2021-09-11,,,1645.0,147.0
Playing With Fire,,2.3,268687,42015694.0,2020-04-06,96.0,,173.0,12.0
Rambo: Last Blood,2.1,3.3,132040,39873753.0,2019-09-25,100.0,25.0,4345.0,686.0
A Hidden Life,3.8,3.9,248380,220205.0,2019-12-11,174.0,41.0,1900.0,240.0
Ready or Not,2.9,3.0,268056,25712480.0,2019-08-28,96.0,15.0,3124.0,314.0
Brightburn,2.9,2.8,261390,14353235.0,2019-06-26,90.0,12.0,2420.0,272.0
Jumanji: The Next Level,2.7,3.2,262124,310839725.0,2019-12-04,124.0,16.0,6360.0,407.0
The Hustle,1.5,2.1,249381,33216444.0,2019-07-17,94.0,13.0,2097.0,179.0
The Addams Family,2.7,2.8,179227,91427967.0,2019-12-04,87.0,23.0,6232.0,139.0
What Men Want,,2.4,260674,49704890.0,2019-05-22,117.0,,628.0,42.0
Miss Bala,,2.8,255274,11885225.0,2019-07-17,104.0,,313.0,18.0
The Informer,,3.5,191613,,2020-03-12,113.0,,632.0,42.0
X-Men: Dark Phoenix,2.7,2.9,242867,60091836.0,2019-06-05,114.0,24.0,8228.0,676.0
The Art of Racing in the Rain,,4.1,170016,17050136.0,2020-09-11,109.0,,428.0,25.0
Harriet,,3.7,237491,31693530.0,2020-06-30,125.0,,411.0,28.0
Dumbo,3.7,3.8,230141,109788200.0,2019-03-27,112.0,35.0,7325.0,500.0
Shazam!,2.9,3.1,126922,135248748.0,2019-04-03,132.0,24.0,7792.0,535.0
Men In Black: International,2.3,2.3,210317,76487189.0,2019-06-12,115.0,15.0,5584.0,434.0
Long Shot,3.6,3.1,254187,28731673.0,2019-05-15,125.0,25.0,2645.0,208.0
Hellboy,1.7,2.0,256092,19747369.0,2019-05-08,121.0,18.0,2676.0,344.0
The Wave,,3.0,277377,,2020-07-08,87.0,,54.0,10.0
Mosul,,3.6,273409,,2020-11-26,86.0,,428.0,42.0
Wonder Park,3.1,3.2,242959,42096042.0,2019-04-03,85.0,11.0,803.0,78.0
Spies In Disguise,3.3,3.5,248797,54681766.0,2019-12-25,100.0,15.0,4688.0,131.0
Five Feet Apart,,4.2,263299,41471489.0,2019-07-17,117.0,,1160.0,103.0
The Silence,,2.4,256347,,2021-08-22,91.0,,1442.0,146.0
Serenity,,2.5,253647,4415403.0,2019-08-06,107.0,,2976.0,130.0
Maleficent: Mistress of Evil,2.7,3.6,238623,105693384.0,2019-10-16,119.0,18.0,12452.0,434.0
The Report,,3.3,260709,,2019-11-28,120.0,,1120.0,18.0
Murder Mystery,,2.4,178854,,2020-04-10,98.0,,2377.0,146.0
Angel Of Mine,,3.0,262399,,2019-11-05,98.0,,265.0,24.0
Angel Has Fallen,2.5,3.1,251321,67162153.0,2019-08-28,121.0,4.0,2892.0,224.0
Inheritance,,2.5,269231,,2020-12-16,111.0,,223.0,21.0
The Curse of La Llorona,2.7,2.2,263120,51451753.0,2019-04-17,94.0,6.0,2458.0,259.0
Lucy in the Sky,,2.3,239937,,2020-12-09,125.0,,194.0,22.0
Above The Shadows,,2.3,256338,,2021-05-26,116.0,,60.0,5.0
The Secrets We Keep,,3.1,269226,,2020-12-09,99.0,,181.0,14.0
Scary Stories to Tell in the Dark,2.9,2.8,233292,62123662.0,2019-08-21,107.0,14.0,1555.0,179.0
The Kitchen,3.0,2.9,248579,5527410.0,2019-08-21,102.0,6.0,1099.0,96.0
Abominable,3.0,3.7,252234,56904720.0,2019-10-23,97.0,19.0,4765.0,189.0
Color Out Of Space,,2.2,271206,,2020-09-06,113.0,,820.0,118.0
Above Suspicion,,2.3,247261,,2020-07-01,104.0,,183.0,14.0
Charlie's Angels,2.4,2.1,241020,14002052.0,2019-12-25,119.0,17.0,6632.0,208.0
Dora and the Lost City of Gold,2.0,2.4,242125,56729431.0,2019-08-14,103.0,7.0,1245.0,122.0
The Farewell,3.3,3.3,270046,6821013.0,2020-01-08,100.0,24.0,2365.0,92.0
Noelle,,2.9,253186,,2020-11-27,100.0,,322.0,23.0
Ma,2.1,2.2,262400,32775765.0,2019-06-05,100.0,8.0,1859.0,191.0
The Dead Don't Die,3.1,2.1,266163,333032.0,2019-05-14,105.0,30.0,4126.0,602.0
The Two Popes,3.8,3.8,258752,,2020-04-10,126.0,4.0,3679.0,103.0
The Dirt,,3.9,119413,,2020-04-10,108.0,,752.0,54.0
Abigail,,1.9,274818,,2020-01-08,111.0,,232.0,38.0
Annabelle Comes Home,2.2,2.4,264422,71578346.0,2019-07-10,106.0,12.0,2852.0,284.0
Trauma Center,,1.3,278251,,2020-04-22,87.0,,160.0,36.0
In the Tall Grass,,2.2,237760,,2022-10-24,90.0,,3649.0,175.0
Haunt,,2.7,257440,,2019-10-17,93.0,,617.0,79.0
Eli,,2.2,255061,,2019-10-18,98.0,,1006.0,145.0
Zombieland: Double Tap,3.1,3.5,176293,66643981.0,2019-10-30,99.0,23.0,5501.0,329.0
The Knight Before Christmas,,2.8,272862,,2020-04-28,92.0,,386.0,23.0
The Way Back,,3.6,265430,13376988.0,2020-08-02,109.0,,893.0,52.0
Baishe: Yuanqi,3.2,3.6,273494,66749.0,2022-02-09,98.0,17.0,361.0,38.0
Booksmart,,3.2,171227,17833316.0,2020-06-26,102.0,,583.0,30.0
Cats,2.1,1.5,247309,24721070.0,2019-12-25,111.0,17.0,2202.0,138.0
The Red Sea Diving Resort,,3.7,254948,,2021-08-12,129.0,,583.0,44.0
The Mustang,3.5,3.9,260349,174181.0,2019-06-19,96.0,24.0,1908.0,154.0
Awake,,2.0,276158,,2019-07-25,92.0,,168.0,20.0
Feedback,,2.3,261922,,2020-02-02,97.0,,155.0,17.0
Grand Isle,,1.7,269584,,2020-07-21,97.0,,169.0,12.0
Swallow,3.7,3.7,264594,51626.0,2020-01-15,94.0,33.0,1124.0,89.0
The Best Of Enemies,,3.9,239131,8115696.0,2019-09-08,133.0,,263.0,25.0
Robert the Bruce,,1.6,262936,,2021-03-10,123.0,,129.0,16.0
The Mortuary Collection,,3.1,277477,,2021-09-30,111.0,,278.0,43.0
Let It Snow,,2.7,240807,,2020-04-28,,,404.0,14.0
Light of my Life,3.4,2.9,250139,100610.0,2020-08-12,119.0,32.0,2247.0,171.0
Lady And The Tramp,3.0,3.3,263475,,2020-03-24,95.0,4.0,955.0,67.0
Shaft,,3.3,235640,8901419.0,2018-08-28,111.0,,1079.0,54.0
The Personal History Of David Copperfield,,2.3,262420,,2021-01-25,119.0,,297.0,42.0
Escape Plan: The Extractors,,1.7,255529,,2019-07-17,97.0,,420.0,42.0
The Vast of Night,,2.8,270170,,2020-07-03,91.0,,402.0,64.0
"Endings, Beginnings",,2.5,275884,,2022-02-06,110.0,,186.0,17.0
IO,,1.8,235306,,2020-07-20,96.0,,1046.0,131.0
The Laundromat,,2.7,264753,,2019-10-18,96.0,,1967.0,57.0
The Wretched,,2.4,275469,,2020-11-26,95.0,,243.0,21.0
My Spy,,2.9,266591,,2020-08-25,101.0,,314.0,21.0
The Secret Life of Pets 2,3.2,3.5,249277,147242980.0,2019-07-31,86.0,22.0,2896.0,183.0
A Beautiful Day in the Neighborhood,3.3,3.1,262214,49251811.0,2020-04-21,109.0,4.0,756.0,68.0
The Beach Bum,,2.2,253854,1763070.0,2021-06-22,95.0,,253.0,20.0
Queen & Slim,3.3,3.5,266341,36595995.0,2020-02-12,132.0,24.0,2608.0,144.0
A Dog's Journey,,4.1,264572,14970820.0,2019-08-21,108.0,,633.0,43.0
Little,,2.3,263043,38530490.0,2019-06-19,109.0,,189.0,17.0
Avengement,,3.4,271682,,2022-10-25,86.0,,130.0,22.0
Close,,2.5,246866,,2021-09-25,94.0,,708.0,53.0
Hustlers,2.9,2.7,245453,101847453.0,2019-10-16,107.0,13.0,1390.0,124.0
Dolemite Is My Name,,3.4,265353,,2020-04-28,118.0,,393.0,40.0
"Where'd You Go, Bernadette?",,2.9,235784,,2020-09-02,111.0,,263.0,22.0
The Courier,,1.8,269154,3481267.0,2020-07-15,97.0,,266.0,28.0
Secret Obsession,,1.8,272611,,2020-04-10,97.0,,550.0,68.0
2050,,1.7,271582,,2021-08-25,104.0,,74.0,15.0
Synchronic,,2.5,267920,,2021-03-02,102.0,,576.0,52.0
Badland,,2.4,277461,,2020-09-30,117.0,,41.0,8.0
The LEGO Movie 2: The Second Part,2.8,3.1,226917,103364648.0,2019-02-20,108.0,18.0,1165.0,85.0
Crown Vic,,2.6,246381,,2021-03-10,116.0,,126.0,20.0
Good Boys,2.0,2.8,258241,82032715.0,2019-08-21,90.0,5.0,826.0,85.0
Polaroid,,2.1,242004,,2020-12-30,88.0,,260.0,32.0
Life Like,,1.8,272341,,2020-11-18,95.0,,112.0,16.0
21 Bridges,2.7,3.5,248219,26355168.0,2020-01-01,101.0,12.0,1995.0,169.0
"Yes, God, Yes",,2.0,263494,,2020-11-24,77.0,,195.0,18.0
Missing Link,3.6,3.4,251288,12764526.0,2019-04-17,95.0,21.0,348.0,28.0
Holiday In The Wild,,2.7,274950,,2020-04-28,85.0,,243.0,14.0
The Souvenir - Part I,4.3,3.1,256402,30160.0,2022-02-02,119.0,27.0,387.0,39.0
Captive State,2.8,2.2,249702,3131525.0,2019-04-03,111.0,21.0,1314.0,184.0
The Least of These: The Graham Staines Story,,3.3,268813,5433.0,2023-05-10,109.0,,32.0,6.0
Triple Threat,,2.5,250020,,2019-11-05,96.0,,242.0,24.0
Overcomer,,3.2,265210,31587810.0,2019-12-03,124.0,,80.0,15.0
Beats,,3.4,265646,,2020-04-10,109.0,,284.0,19.0
Burn,,2.1,262689,,2020-09-11,88.0,,107.0,9.0
Inside Man: Most Wanted,,2.4,123542,,2019-10-30,104.0,,134.0,18.0
Doom: Annihilation,,1.3,264290,,2019-10-30,97.0,,216.0,33.0
Seberg,,3.2,263325,,2020-07-23,103.0,,269.0,29.0
Child's Play,3.0,2.7,265918,23557942.0,2019-06-19,90.0,7.0,1524.0,223.0
Dreamland,,2.9,256171,,2021-01-31,98.0,,127.0,13.0
Primal,,2.1,258864,,2020-05-31,97.0,,185.0,21.0
Descendants 3,,3.4,262734,,2016-02-01,106.0,,334.0,11.0
The Pilgrim’s Progress,,3.1,266982,14085.0,2019-11-06,108.0,,120.0,42.0
Deadwood: The Movie,,3.1,266491,,2019-06-23,90.0,,169.0,10.0
The Prodigy,,2.8,256584,11033913.0,2019-07-25,92.0,,304.0,41.0
Between Two Ferns: The Movie,,2.6,270184,,2020-04-28,82.0,,217.0,14.0
Rim of the World,,1.8,263533,,2020-04-10,98.0,,491.0,66.0
Sergio,,3.1,266473,,2020-04-17,118.0,,213.0,29.0
Earthquake Bird,,3.0,249382,,2020-04-28,107.0,,311.0,33.0
Vault,,2.5,258908,,2021-05-20,103.0,,73.0,6.0
Blow the Man Down,,2.8,273857,,2020-03-20,91.0,,87.0,9.0
The Intruder,,2.5,257077,31966509.0,2019-10-30,102.0,,284.0,40.0
Isn't It Romantic,,2.8,255319,44005746.0,2020-07-07,90.0,,1329.0,71.0
Fighting With My Family,,3.6,253878,18652100.0,2019-08-07,109.0,,731.0,37.0
Sea Fever,,2.2,268681,,2020-06-23,89.0,,349.0,38.0
Greener Grass,,3.2,270369,,2023-02-03,95.0,,43.0,5.0
The Kindness of Strangers,,3.4,270236,,2020-12-18,112.0,,90.0,14.0
Tall Girl,,2.6,269243,,2019-09-13,101.0,,680.0,29.0
1BR: The Apartement,,2.4,280484,,2021-02-11,90.0,,214.0,31.0
Black Christmas,2.3,1.2,251287,7286665.0,2019-12-11,93.0,3.0,720.0,98.0
Unplanned,,2.7,271469,12548155.0,2019-03-29,109.0,,164.0,48.0
Crypto,,2.2,265542,,2019-09-13,105.0,,226.0,22.0
The Climb,3.9,2.7,273581,65082.0,2020-07-29,98.0,22.0,1395.0,82.0
Daughter of the Wolf,,1.6,263660,,2019-12-04,88.0,,129.0,12.0
The Dark and the Wicked,,2.2,273740,153746.0,2022-02-23,95.0,,139.0,17.0
The Vigil,2.8,2.0,277707,73812.0,2020-07-29,90.0,16.0,1235.0,84.0
Recon,,2.1,286404,,2020-12-31,95.0,,45.0,8.0
Jungleland,,2.9,267297,,2021-03-10,90.0,,133.0,10.0
Troop Zero,,3.6,262813,,2020-01-16,94.0,,132.0,15.0
Bad Education,,3.1,263742,,2020-09-13,109.0,,275.0,10.0
Black And Blue,,3.5,267348,15529819.0,2020-03-22,108.0,,539.0,44.0
Falling Inn Love,,2.6,271881,,2020-04-10,97.0,,488.0,20.0
Airplane Mode,,1.0,282832,,2021-06-17,80.0,,66.0,14.0
Running With The Devil,,2.2,263470,,2020-03-06,100.0,,159.0,23.0
Monos,3.9,3.0,255064,23089.0,2020-03-04,103.0,25.0,652.0,70.0
3 From Hell,,2.7,260161,,2020-06-02,111.0,,248.0,24.0
Mary,,1.6,258732,,2019-10-30,84.0,,118.0,9.0
Jexi,,2.2,276057,3106730.0,2020-07-15,84.0,,309.0,27.0
The Rhythm Section,,2.1,257505,2715384.0,2020-04-06,110.0,,432.0,53.0
Point Blank,,2.5,266797,,2020-04-10,86.0,,279.0,22.0
The Last Summer,,2.5,262297,,2019-05-04,109.0,,487.0,18.0
Canción sin nombre,3.8,3.4,271731,15762.0,2020-06-22,97.0,23.0,137.0,20.0
Poms,,3.0,249230,10110890.0,2021-09-25,91.0,,151.0,8.0
Late Night,3.4,3.1,251547,5568462.0,2019-08-21,103.0,21.0,1159.0,116.0
The Poison Rose,,1.9,263832,,2019-12-03,97.0,,162.0,24.0
A Score to Settle,,1.9,262178,,2019-10-31,104.0,,179.0,24.0
Come to Daddy,,2.3,275607,,2021-06-23,95.0,,222.0,22.0
Her Smell,2.8,2.5,262223,2950.0,2019-07-17,134.0,17.0,141.0,17.0
Someone Great,,2.6,263213,,2022-10-24,92.0,,425.0,29.0
Happy Death Day 2U,3.0,2.6,263368,25222850.0,2019-02-13,100.0,6.0,1964.0,171.0
Dernier amour,3.2,1.9,253962,77111.0,2019-03-20,98.0,33.0,449.0,68.0
The Perfect Date,,2.8,267362,,2019-04-12,89.0,,879.0,31.0
"Family Romance, LLC",3.4,3.1,273591,15624.0,2020-08-19,89.0,21.0,179.0,20.0
Trading Paint,,1.9,258181,,2019-08-29,87.0,,76.0,6.0
We Die Young,,2.0,270966,,2019-07-11,92.0,,147.0,22.0
Always Be My Maybe,,2.9,265169,,2020-04-28,101.0,,312.0,17.0
Intrigo: Dear Agnes,,2.5,257580,,2021-11-16,100.0,,70.0,7.0
Saving Zoë,,2.4,274242,,2019-10-14,95.0,,75.0,7.0
Jay and Silent Bob Reboot,,2.3,253921,,2020-01-19,110.0,,145.0,13.0
The Art Of Self-Defense,,2.8,258838,,2019-11-10,104.0,,312.0,26.0
Bliss,,3.0,267679,,2021-06-02,80.0,,63.0,8.0
Backdraft 2,,1.8,263549,,2019-07-23,101.0,,91.0,14.0
The Fanatic,,1.7,274321,,2020-09-25,89.0,,155.0,26.0
Semper Fi,2.0,2.6,256014,,2016-02-01,100.0,3.0,238.0,21.0
Straight Up,3.5,3.4,268330,4634.0,2022-10-26,95.0,14.0,131.0,20.0
Rattlesnake,,1.9,269694,,2020-04-10,85.0,,269.0,37.0
Buddy Games,,1.8,257177,,2021-02-03,97.0,,132.0,8.0
After the Wedding,,3.0,262473,,2020-02-07,110.0,,187.0,16.0
See You Yesterday,,1.9,270433,,2020-04-10,,,353.0,85.0
The Last Black Man in San Francisco,,3.2,264511,,2021-10-01,121.0,,122.0,9.0
Hala,,2.7,270047,,2019-11-22,94.0,,60.0,7.0
The Dare,,2.0,279338,,2021-07-22,96.0,,82.0,10.0
Photograph,3.3,2.5,257183,98025.0,2020-01-22,110.0,18.0,1105.0,34.0
The Friend,,3.3,271384,,2021-04-22,124.0,,158.0,15.0
Encounter,,1.3,255659,,2020-05-07,92.0,,87.0,18.0
Honey Boy,,3.4,263420,,2019-11-08,95.0,,190.0,11.0
Kill Chain,,1.6,264644,,2020-01-10,91.0,,99.0,5.0
Walk. Ride. Rodeo.,,3.3,266750,,2020-04-28,100.0,,73.0,9.0
Stuber,,2.5,246901,20182260.0,2019-12-11,92.0,,211.0,19.0
