adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,mois_sortie,annee_sortie,titre_normalise,nom_du_realisateur
False,/hc0koGrLFb5vZpxeijNhcsvgaZx.jpg,,0.0,Comedy,,79697.0,tt1349451,en,Butter,An adopted girl discovers her talent for butter carving and finds herself pitted against an ambitious local woman in their Iowa town's annual contest.,15.315,/1rYC8s3fjg8zzh38yjFMsumvfF8.jpg,"Michael De Luca Productions, Vandalia Films",United States of America,2011-09-04,175706.0,90.0,English,Released,"A comedy about sex, power and spreading the wealth.",Butter,False,5.851,369.0,9.0,2011.0,butter,['Jim Field Smith']
False,,,0.0,,,726314.0,tt8388730,en,Butter,"An exploration of the challenge, power and purpose of our own body fat, the beauty, sexuality and suffering of women.",0.6,,,,,0.0,0.0,,Released,,Butter,False,0.0,0.0,,,butter,
False,,,0.0,,,890686.0,tt11416034,en,By the Sea,"People who live by the sea understand eternity. Inspired by the poem ""People who live"" by Erica Jong.",1.4,/zJvP5JgK0cCDzA5jpGl0r2YzfRz.jpg,,,2019-09-10,0.0,2.0,,Released,,By the Sea,False,0.0,0.0,9.0,2019.0,bythesea,['Rut Angielina']
False,/917DfAZGQzYCO6eDitqghUTpSfW.jpg,,10000000.0,"Drama, Romance",,314385.0,tt3707106,en,By the Sea,"Set in France during the mid-1970s, Vanessa, a former dancer, and her husband Roland, an American writer, travel the country together. They seem to be growing apart, but when they linger in one quiet, seaside town they begin to draw close to some of its more vibrant inhabitants, such as a local bar/café-keeper and a hotel owner.",16.298,/oEyeG4UyAQvYIJiFpUV57Q3PTDp.jpg,"Pellikola, Plan B Entertainment, Jolie Pas","United States of America, France, Malta",2015-11-12,3727746.0,122.0,"Український, English, Français",Released,"When we die on the inside, the outside is left wandering dangerously by the sea.",By the Sea,False,5.582,558.0,11.0,2015.0,bythesea,['Angelina Jolie']
False,,,0.0,,https://vimeo.com/397116386,1029457.0,,en,By the sea,"Pictorial and acoustic notes from an extraordinary place on the coast of Northern Peru. Lobitos – an outpost with its particular share of history. It was controlled by British oil producers for most of the twentieth century, before being taken over by the Peruvian state in the late 1960s to set up a military base. After waves of dilapitation and revitalization it is today a surf spot, a fishing hamlet, a Potemkin village of sorts. All quite absurd, yet with a wealth of ambiences and pictorial sceneries. Incidentally, it was here that the first cinema in South America was opened, of which only a few remnants can be found on the ground next to the church.",0.6,,,,,0.0,13.0,,Released,,By the sea,False,0.0,0.0,,,bythesea,['Manfred Neuwirth']
False,,,0.0,,,888134.0,tt13535374,en,By the Sea,"Kinsley, for some reason she can't understand, is not allowed to go near the sea by herself.",1.876,/7tpTQ4zVPLNehIOZdelm7IEYHHH.jpg,,,,0.0,8.0,,Released,,By the Sea,False,0.0,0.0,,,bythesea,['Sarah Stusek']
False,/tASZIPStfWYz2eIV5vplvJ6PhOx.jpg,,10000000.0,"Drama, Fantasy, Thriller",,102780.0,tt1531901,en,Byzantium,"Residents of a coastal town learn, with deadly consequences, the secret shared by the two mysterious women who have sought refuge at a local resort.",12.636,/6s6vOLSJ1sfF4Xzjdo3CopcL4Ox.jpg,"WestEnd Films, Demarest Films, Lipsync Productions, Number 9 Films, Parallel Films, Fís Éireann/Screen Ireland","Ireland, United Kingdom, United States of America",2012-09-09,89237.0,118.0,English,Released,Irresistible. Immoral. Immortal.,Byzantium,False,6.3,777.0,9.0,2012.0,byzantium,['Neil Jordan']
False,,,0.0,,,892425.0,,en,Cabin Fever,"When 3 friends take a trip to a cabin in the woods, Forrest, an anxious teen, realizes he’s left something at home he can’t go without. Swallowed by the cabin's enclosing walls, he's swept into a spiral where he'll have to look inside in order to get out.",0.6,/guPXloaEjRqgt9nRPFYlgAh1St8.jpg,,,2021-05-27,0.0,8.0,,Released,,Cabin Fever,False,0.0,0.0,5.0,2021.0,cabinfever,['Keaton Harper']
False,,,0.0,Drama,,819146.0,tt12381026,en,Cabin Fever,"The world's first feature to be created under lockdown, Cabin Fever had no crew and used no specialist movie equipment. A family flung to the far corners of the globe, reaching out across the void to find understanding and forgiveness.",1.96,/1Db9pPspd7F4KWJ76aRsluuJRUI.jpg,Trifliex,South Africa,2021-04-27,0.0,88.0,English,Released,Connection is everything,Cabin Fever,False,0.0,0.0,4.0,2021.0,cabinfever,['Tim Greene']
False,/x4FokXYzFE5Xsx8qLNNAgaXDfPS.jpg,,0.0,Horror,,298584.0,tt3832096,en,Cabin Fever,"While staying at a remote cabin for a week-long vacation, a group of five college friends succumb to an infectious, flesh-eating disease.",15.282,/yJQLWoizC5zBjVk9dr2Qo1K1TCI.jpg,"Pelican Point Media, Contend, Armory Films",United States of America,2016-02-12,0.0,99.0,English,Released,You can't run from what's inside.,Cabin Fever,False,4.7,401.0,2.0,2016.0,cabinfever,['Travis Zariwny']
False,/f3E3Il7D1Liy5b3C13Wpg46z3Lg.jpg,Cabin Fever Collection,0.0,Horror,,157424.0,tt2102496,en,Cabin Fever: Patient Zero,"A group of friends head to a deserted Caribbean island for a surprise overnight bachelor party only to discover that the island isn't deserted. It's actually the home to a secret medical facility. Not only that, there's something wrong with the water surrounding the island...",11.347,/5A4wV8k9Kv2OY3XjI9WDA5qsAkD.jpg,"Hypotenuse Films, Indomina Productions, Film002, Voltage Pictures",United States of America,2014-02-05,0.0,91.0,English,Released,The Birth of Fear,Cabin Fever: Patient Zero,False,4.93,293.0,2.0,2014.0,cabinfeverpatientzero,['Kaare Andrews']
False,,,0.0,Horror,,828784.0,,es,Café,"A couple makes coffee, when suddenly strange things start to happen.",0.6,/3mAmUkx2AEprf4PeI3xTfeB3fFY.jpg,,Costa Rica,2021-05-13,0.0,4.0,Español,Released,Coffee time has never been so scary,Coffee,False,0.0,0.0,5.0,2021.0,café,['Jeffson Estrada']
False,,,20.0,,,1061344.0,,pt,Café,,0.6,/aQyerzq8m4VP4Y3Cv9g21q6fsNL.jpg,,,2020-12-20,20.0,0.0,,Released,,Café,False,0.0,0.0,12.0,2020.0,café,['Lucas Figueiredo Silva']
False,/sLkc0zd6xJndbs2gfsfUJIft9c5.jpg,,0.0,Drama,,70005.0,tt1436572,en,Café,"When tragedy strikes the community surrounding a cafe in West Philadelphia, the cafe's regulars come to realize how intertwined their lives truly are.",6.539,/6Zxh823kX6sv3lGZEqWFlrxE1oS.jpg,Nationlight Productions,United States of America,2011-08-19,0.0,103.0,English,Released,What if the world you lived in weren't real?,Café,False,5.4,54.0,8.0,2011.0,café,['Marc Erlbaum']
False,,,0.0,"Drama, Mystery",,1159769.0,,es,Café,,0.6,/ggTKp2BDm6UpaUf6OaUTVeq0sY8.jpg,,,,0.0,0.0,Español,Released,,Café,False,0.0,0.0,,,café,
False,,,0.0,,,931884.0,,es,Café,,0.6,/hXNjqqeA7t7AzVZ5YsnzwnkF5Yd.jpg,,,,0.0,0.0,Español,Released,,Café,False,0.0,0.0,,,café,
False,/p0pqnu9URsFzYwo55QbS3bfAamU.jpg,,30000000.0,"Comedy, Drama, Romance",http://www.cafesocietymovie.com/#,339397.0,tt4513674,en,Café Society,"The story of a young man who arrives in Hollywood during the 1930s hoping to work in the film industry, falls in love, and finds himself swept up in the vibrant café society that defined the spirit of the age.",31.136,/q9fohCRpQ7m8OTyi82fxa3B86te.jpg,"Perdido Productions, Gravier Productions, FilmNation Entertainment, Amazon Studios",United States of America,2016-05-11,43763247.0,97.0,English,Released,Anyone who is anyone will be seen at Café Society.,Café Society,False,6.459,2570.0,5.0,2016.0,cafésociety,['Woody Allen']
False,/b0qfFTzpzDGNqK1NUdALroL2XLG.jpg,,0.0,"Thriller, Horror, Drama",,777620.0,tt6173712,en,Caged,"An African American male is imprisoned and placed in solitary confinement after being found guilty of murdering his wife, as he's haunted by internal demons and his dead wife, and pushed to the breaking point by an abusive female guard.",19.285,/8NUM43rtQSt0chumXGJPvnYb01I.jpg,"Shifty Eye Productions, Panic House Films","United Kingdom, United States of America",2021-01-26,0.0,81.0,English,Released,There is no getting out.,Caged,False,6.4,106.0,1.0,2021.0,caged,['Aaron Fjellman']
False,/fBPXQjyhM6c0TdoiEVkyn8HK3cA.jpg,,0.0,"Horror, Mystery",,513260.0,tt6751468,en,Caged,When her new found friend goes missing - a vicious young female killer unearths a ring of sinister internet snuff films being made in the middle of the Spanish desert.,2.111,/9Hx0msAgm3LtKh0wwHJyHjf9A8L.jpg,,"Spain, United Kingdom",2018-03-20,0.0,72.0,,Released,Do you remember Maria Gomez?,Caged,False,4.8,4.0,3.0,2018.0,caged,['Nicholas Winter']
False,,,0.0,"Drama, Comedy, Romance",https://silvershadowpictures.com/films/caged,640529.0,tt6002956,en,Caged,A happily married woman finds out that her marriage is not so happy during a dinner party for her newly promoted husband.,1.96,/zU2ec9J078iZYuVzTGCBITJ5vq8.jpg,,,2016-01-20,0.0,18.0,English,Released,,Caged,False,0.0,0.0,1.0,2016.0,caged,['Massimo Bordonaro']
False,,,0.0,Drama,,972929.0,tt5253024,en,Caged,"A poor amateur cage fighter gets his shot at a professional career, but when his hustler brother betrays a dangerous friend, he is faced with a life changing decision.",1.4,,Realistic Poetry Films,United States of America,2016-01-01,0.0,16.0,English,Released,Sometimes you lose even when you win.,Caged,False,0.0,0.0,1.0,2016.0,caged,['Nick Powers-Gomez']
False,/dBi1xyQjMeHbbRJn4JmwPyB156l.jpg,,850000.0,"Thriller, Drama",http://www.brennfilm.com/,77844.0,tt1736555,nl,Caged,"After years of suppressing her desires, Stella finds she can no longer ignore her deep-rooted longings. Breaking out of her cage and starting a secret double-life, Stella transforms into a ""unicorn"", a nickname for single women who indulge in a hedonistic lifestyle, visiting sex clubs and erotic parties, and flourishing with all the new attention. Even as her husband uncovers his Stella's secret life, he can't do much more than give her the freedom that she obviously needs, in the hope it's all just a phase. Then one day she finds herself lying unconscious in a basement cell, with no idea how she arrived there. Days go by when an other woman is brought into her cell. Christine, a woman about the same age. In the following days they reveal their life stories to one other. Christine is convinced that the reason for their captivity lies in Stella's lifestyle.",10.21,/7jrYrB9qKM77P4VuzkMBmFDzd1u.jpg,BrennFilm,Netherlands,2011-09-01,0.0,105.0,Nederlands,Released,,Caged,False,5.0,35.0,9.0,2011.0,caged,['Stephan Brenninkmeijer']
False,,,0.0,Horror,,812330.0,,en,Caged,"While closing his small pet store, Ian is terrified at what he must do to satisfy the terrible hunger of the creature he has locked away behind the store.",0.6,,,United Kingdom,,0.0,6.0,English,Released,,Caged,False,0.0,0.0,,,caged,['Mark Nugent']
False,,,0.0,,,1144801.0,,en,Caged,"Amanda is being held captive by a mysterious man of few words when she decides to use the only weapon at her disposal: her gift of gab. In an attempt to connect with her captor, she opens the floodgates, and in a stunning turn of events is saved by her unlikely hero – the one, the only, Nicolas Cage.",1.4,,,,,0.0,6.0,,Released,,Caged,False,0.0,0.0,,,caged,['Jeff Perreca']
False,,,0.0,,,1192711.0,,en,Caged,,0.6,/IStHWaavLh6IkiQWw5NVT4w0DR.jpg,,,,0.0,4.0,,Released,,Caged,False,0.0,0.0,,,caged,['Jacob Wood']
False,/td9f8E6W8Z2HnmmU69tT7ZHwK5F.jpg,,7000000.0,"Crime, Thriller, Comedy, Mystery",,27004.0,tt1106860,en,Ca$h,"A stroke of good luck turns lethal for Sam Phelan and his wife Leslie when they are faced with a life-changing decision that brings strange and sinister Pyke Kubic to their doorstep. As Pyke leads Sam and Leslie on a tumultuous adventure through the streets of Chicago, each are pulled deeper and deeper into a desperate spiral of deception and violence – all in the name of money.",12.856,/e5B7nG6xREL6lNnS34ZoAvXbB9l.jpg,"Immortal Thoughts, Three Good Men",United States of America,2010-03-01,46488.0,108.0,"English, Français",Released,The majority of men are cowards...,Ca$h,False,5.9,221.0,3.0,2010.0,cah,['Stephen Milburn Anderson']
False,,,0.0,"Comedy, Drama",,852411.0,tt7623546,en,Cake,"Young pastry chef, Ronnie, dreams of opening her own bakery, but friends, family, and her love life have plans of their own.",1.707,/bp6lk9YuaIk6LQFTUy0YqNZjIHJ.jpg,,United States of America,2021-07-20,0.0,73.0,English,Released,Have your cake and eat it too.,Cake,False,0.0,0.0,7.0,2021.0,cake,['Daniel Augustin']
False,,,6420.0,,,1035694.0,tt14503664,en,Cake,Birthday celebrations become a battleground for body-image,1.4,/u5rLc8yiqoSCz1VBMtRo3hAYWPO.jpg,Rural Media,United States of America,2021-03-05,0.0,5.0,,Released,,Cake,False,0.0,0.0,3.0,2021.0,cake,['Flo Cornall']
False,,,0.0,,,636783.0,tt6340668,en,Cake,"Eliza, a bisexual woman, tries to explore her sexuality within her marriage with her husband Thomas by surprise ordering a seemingly human female sex robot. But the sex robot is not the cure-all she had hoped for. Be careful what you wish for.",0.6,/mLhB88YNb5dgsTpRnwW7Giz4D4B.jpg,,,2017-11-11,0.0,10.0,,Released,,Cake,False,0.0,0.0,11.0,2017.0,cake,['Anne Hu']
False,/deo2L0DCjeHC1l4PaNYqsclY26V.jpg,,0.0,"Drama, Science Fiction, Comedy",,510464.0,tt6498910,en,Cake,Two women sit in a barren dystopian wasteland discussing the best way to die.,1.407,/h5GRdMzDu5PjGgTR8Rmy6RKFy3k.jpg,Rocliffe Ltd.,United Kingdom,2017-09-29,0.0,6.0,English,Released,,Cake,False,5.3,3.0,9.0,2017.0,cake,['Alan Friel']
False,,,0.0,Comedy,,645926.0,tt5480864,en,Cake,"A late night Internet hook-up between a housebound gamer and a relentless party boy runs overtime and awkwardly transitions into a neighbourhood BBQ. Trapped amongst the oldies, the two young men discover what they're actually looking for is not so different after all.",0.875,/4C8KHJ774EXkvDfJ2qWtIIS6lcE.jpg,,Australia,2015-02-08,0.0,16.0,English,Released,,Cake,False,7.0,1.0,2.0,2015.0,cake,['Jacintho Muinos']
False,/eVJfRgDUGpzgYJlznBMxch4b9cG.jpg,,7000000.0,Drama,http://cakemovie.net/,284276.0,tt3442006,en,Cake,"After having visions of a member of her support group who killed herself, a woman who also suffers with chronic pain seeks out the widower of the suicide.",33.023,/5GJEZovjtKisJxNMG6fBTCxNzZi.jpg,"We're Not Brothers Productions, Cinelou Films, Echo Films",United States of America,2014-09-07,2360281.0,102.0,"Español, English",Released,Forgiveness is a bitter pill to swallow.,Cake,False,6.3,856.0,9.0,2014.0,cake,['Daniel Barnz']
False,/z5cZT5eGpBGSaD1yasfGTb4Pw0j.jpg,,0.0,Thriller,https://www.viddsee.com/video/cake/5derm,366739.0,tt3038226,en,Cake,"Several years after surviving a car accident that killed her son, former Los Angeles defense attorney Claire Bennett is left physically and emotionally disabled — and heavily scarred — as she struggles to cope with chronic pain. Claire is hostile to most people but manipulative and sweet to her pain management doctor who prescribes her the pain medication she needs to survive. Claire's husband, Jason, has finally left her, but she's assisted by her devoted housekeeper, Silvana, who has become both caretaker and chauffeur and who selflessly looks after all of Claire's needs. Because of the accident, Claire refuses to sit up in the car, and lies down while being driven everywhere.",1.4,/g5nqwnmZz1FE8k4oAqS7tKQmX5w.jpg,Awesome Productions,Singapore,2013-08-28,0.0,102.0,English,Released,"Every moral has a price, as long as the price is right.",Cake,False,0.0,0.0,8.0,2013.0,cake,"['Alistair Quak', 'Benjamin Low']"
False,/7Q2C97UvP0glloeSETCyZYs0NbA.jpg,,0.0,"Documentary, History",https://www.sallytran.com/cake-short-film-1/,855178.0,tt4682798,en,Cake,"This documentary is about courage and survival and having the will and perseverance to succeed despite considerable obstacles. The story of Mitchell Pham's remarkable journey is told through the evocative use of stop-frame animation, created from a Vietnamese traditional folded paper craft, mixed with live action to show an innovative account of his harrowing but ultimately inspirational journey from Vietnamese prison camp, to a life in New Zealand after the Vietnam war.",0.6,/qSBL9odYmQGpF3HD771clVPiUeb.jpg,,New Zealand,2012-08-11,0.0,10.0,English,Released,Based on Mitchell Pham's True Story,Cake,False,0.0,0.0,8.0,2012.0,cake,['Sally Tran']
False,,,0.0,,,993786.0,tt20855558,pl,Cake,"A group of friends meets for Zuzana's birthday dinner. Everything goes well until they start a conversation about religion, sex, and homosexuality which offends the very Catholic Zuzana.",0.664,/lyb1jOGWEsDiFsuvtyrxUqcgKma.jpg,,,,0.0,0.0,"Deutsch, ελληνικά, Italiano, Polski, Slovenčina, Español",Released,,Cake,False,0.0,0.0,,,cake,"['Lukas DiSparrow', 'Julia-Lisa Smith Ishida']"
False,/zvOJawrnmgK0sL293mOXOdLvTXQ.jpg,,4000000.0,"Romance, Drama",http://sonyclassics.com/callmebyyourname/,398818.0,tt5726616,en,Call Me by Your Name,"In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.",47.847,/mZ4gBdfkhP9tvLH1DO4m4HYtiyi.jpg,"La Cinéfacture, RT Features, Frenesy Film, Water's End Productions, M.Y.R.A. Entertainment, CineFinance Italia","Brazil, France, Italy, United States of America",2017-09-01,43143046.0,132.0,"Français, English, Italiano",Released,Is it better to speak or die?,Call Me by Your Name,False,8.163,11472.0,9.0,2017.0,callmebyyourname,['Luca Guadagnino']
False,/85oqFaLZbuI8lp7xAPP9Zr21M4L.jpg,,0.0,"Horror, Thriller",,754218.0,tt3121212,en,C.A.M.,"A rare parasite has contaminated a local meat processing plant and tactical police are sent in, but all is not what it appears.",2.617,/yWJPIPm1oJCanLlt54qcwaxnAyz.jpg,MeloMedia Films,United Kingdom,2021-01-27,0.0,85.0,English,Released,When the madness comes... All you can do is watch...,C.A.M.,False,6.3,11.0,1.0,2021.0,cam,['Steph Du Melo']
False,/mcihRhEWdGJzPtzHK8G4YFcDwYw.jpg,,0.0,"Mystery, Thriller, Horror",,521935.0,tt8361028,en,Cam,A young camgirl discovers that she’s inexplicably been replaced on her site with an exact replica of herself.,17.854,/quwWODOHhwC3gGlLIRSKjPy8d9u.jpg,"Divide / Conquer, Gunpowder & Sky, Blumhouse Productions",United States of America,2018-10-01,0.0,95.0,English,Released,,Cam,False,5.852,1386.0,10.0,2018.0,cam,['Daniel Goldhaber']
False,/jegxYJazPlJLkOfQYrjHvkTiqoJ.jpg,,500000.0,"Horror, Science Fiction, Fantasy",,83188.0,tt1618372,en,Camel Spiders,"Based on actual creatures that for years have tormented our armed forces in the Middle East, these creatures have now invaded the southwestern deserts of the United States. The Camel Spiders now freely hunt for prey, unafraid of any predator - including man. No place is safe no one is beyond their paralyzing sting. In the end, a small band of hearty fighters are forced to make one last stand against the creatures.",9.137,/d4kEoQoBrJkVa6MAeB6Lkrttuhn.jpg,"Concorde-New Horizons, Factoria Corman",United States of America,2011-03-04,0.0,80.0,English,Released,They Really Get Under your Skin,Camel Spiders,False,4.6,50.0,3.0,2011.0,camelspiders,['Jim Wynorski']
False,/6LX5mBtaYQwz66qCqWJiYi8fCYb.jpg,Camp Rock Collection,0.0,"Comedy, Music, TV Movie",http://tv.disney.go.com/disneychannel/originalmovies/camprock2/,44244.0,tt1252380,en,Camp Rock 2: The Final Jam,"Mitchie can't wait to go back to Camp Rock and spend the summer making new music with her friends and superstar Shane Gray. But the slick new camp across the lake, Camp Star, has drummed up some serious competition – featuring newcomers Luke and Dana. In a sensational battle of the bands, with Camp Rock's future at stake, will Camp Star's flashy production and over-the-top antics win out, or will Camp Rockers prove that music, teamwork, and spirit are what truly matter?",19.664,/8RSdWqC259zR72Jjo6ANAM4ndhM.jpg,"Alan Sacks Productions, Disney Branded Television, Coin Flip Productions",United States of America,2010-09-17,0.0,98.0,English,Released,,Camp Rock 2: The Final Jam,False,6.333,1461.0,9.0,2010.0,camprock2thefinaljam,['Paul Hoen']
False,/uD6KIIHoAa6PBXwEdZ7Etinlz0O.jpg,,1000000.0,Drama,http://www.ifcfilms.com/films/camp-x-ray,244506.0,tt2994190,en,Camp X-Ray,"A young woman joins the military to be part of something bigger than herself and her small-town roots. Instead, she ends up as a new guard at Guantanamo Bay, where her mission is far from black and white. Surrounded by hostile jihadists and aggressive squadmates, she strikes up an unusual friendship with one of the detainees.",29.859,/aqNzRiaEsfv567Ji9njJofblRBE.jpg,"Young Gang, Gotham Group, Upload Films, GNK Productions, Rough House Pictures",United States of America,2014-10-17,59744.0,117.0,English,Released,Connection takes courage,Camp X-Ray,False,6.733,956.0,10.0,2014.0,campxray,['Peter Sattler']
False,/wqZdT7N06yGi9NamzzEJXoRj7Gh.jpg,,0.0,Drama,,582925.0,tt1824932,es,Canción sin nombre,"Peru, at the height of the political crisis of the 1980s. Georgina is a young woman from the Andes whose newborn daughter is stolen at a fake health clinic. Her desperate search for the child leads her to the headquarters of a major newspaper, where she meets Pedro Campos, a lonely journalist who takes on the investigation. Based on a true story.",2.579,/dw7Gqz7ABdvFJUuNKICZCum2vEN.jpg,"La Vida Misma Films, Mgc Marketing, La Mula Producciones, Bord Cadre Films","Spain, Peru, United States of America, Chile",2020-01-23,0.0,97.0,"Español, ",Released,,Song Without a Name,False,6.817,31.0,1.0,2020.0,canciónsinnombre,['Melina León']
False,/n5Apka5JaYrLXcQa3lXhnzuBXHj.jpg,,0.0,"Comedy, Drama, Romance",,507143.0,tt6744044,en,Candy Jar,Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.,18.718,/u9PG1LG0zLnl6QQxw4WoRJEroXF.jpg,,United States of America,2018-04-27,0.0,92.0,English,Released,Two rivals have met their match,Candy Jar,False,6.1,469.0,4.0,2018.0,candyjar,['Ben Shelton']
False,/xENKhotB6aYBlnDH2lE0m2y22v1.jpg,Candyman Collection,25000000.0,"Horror, Mystery, Thriller",https://www.candymanmovie.com/,565028.0,tt9347730,en,Candyman,"Anthony and his partner move into a loft in the now gentrified Cabrini-Green. After a chance encounter with an old-timer exposes Anthony to the true story behind Candyman, he unknowingly opens a door to a complex past that unravels his own sanity and unleashes a terrifying wave of violence.",41.495,/ygyoaQ8bCp4kDcLc6SdP5GvqmDW.jpg,"Metro-Goldwyn-Mayer, Monkeypaw Productions, Bron Studios, Universal Pictures, Creative Wealth Media Finance","Canada, United States of America",2021-08-25,77411570.0,91.0,"English, Français",Released,Dare to say his name.,Candyman,False,6.029,1417.0,8.0,2021.0,candyman,['Nia DaCosta']
False,,,3000.0,"Action, Thriller",https://actionstudios.tv/,692272.0,tt11266624,en,Candyman,"Andy fights to save his waitress girlfriend from a pink-suited mob lord known as ""The Candyman"".",0.603,/kSZ0wNkXXbAgghujEuUfMhSV4Rr.jpg,"Action Studios, Biola University",,2019-11-11,0.0,5.0,English,Released,,Candyman,False,0.0,0.0,11.0,2019.0,candyman,['Jace Hardwick']
False,,,0.0,Horror,,781635.0,tt2243205,en,CandyMan,"A man is hunted through the forest by a ravenous group of villagers. As he fights and evades capture, it becomes evident that there is something special this man has that the hunters want...",1.373,/z0nknsHfSJmAxsoTA40j9yQpJtl.jpg,,United States of America,2011-12-17,0.0,7.0,English,Released,,CandyMan,False,2.0,1.0,12.0,2011.0,candyman,['Anthony Tocchio']
False,,,0.0,,,895964.0,,en,Candyman,An ephemeral short for the full length feature,0.62,,,,,0.0,3.0,,Released,,Candyman,False,10.0,1.0,,,candyman,
False,/shIOFWkjTn2NRvq5r4Mn2xLdZeJ.jpg,,0.0,"Drama, Crime, Comedy",https://www.searchlightpictures.com/canyoueverforgiveme/,401847.0,tt4595882,en,Can You Ever Forgive Me?,"When a bestselling celebrity biographer is no longer able to get published because she has fallen out of step with current tastes, she turns her art form to deception.",26.646,/hPuZR2bFoV0kuBrA98exWyvTf40.jpg,Archer Gray,United States of America,2018-10-19,8586944.0,107.0,English,Released,Her greatest work will be her biggest crime.,Can You Ever Forgive Me?,False,6.819,1190.0,10.0,2018.0,canyoueverforgiveme,['Marielle Heller']
False,/mpHUz9wz3C5MNWcVVHPYOJ6bbqi.jpg,,0.0,"Romance, Comedy",https://www.vert-ent.com/copy-of-american-woman,537739.0,tt8707922,en,Can You Keep a Secret?,"Emma Corrigan, a girl with a few secrets on a turbulent plane ride, thinks she’s about to die, Emma spills them all to the handsome stranger sitting next to her. At least, she thought he was a stranger. But then, her company’s young and elusive CEO, arrives at the office. It’s him. And he knows every single humiliating detail about Emma.",21.029,/7QtCOlHESPEYtFANmd4yLqsYKZ4.jpg,"BCDF Pictures, Big Indie Pictures",United States of America,2019-09-13,0.0,94.0,"English, Français",Released,The pitfalls and pleasures of telling the truth,Can You Keep a Secret?,False,6.477,841.0,9.0,2019.0,canyoukeepasecret,['Elise Duran']
False,/x7iqHlTbFpZDOMZJHNxfQsG7E13.jpg,,20600000.0,"Crime, Drama",,429422.0,tt6199572,en,Capone,"The 47-year old Al Capone, after 10 years in prison, starts suffering from dementia and comes to be haunted by his violent past.",22.058,/75gDv38UgRtAukSxNXcjatyQmEa.jpg,"Bron Studios, A Band Apart, Addictive Pictures, Creative Wealth Media Finance, Lawrence Bender Productions, Endeavor Content, AI Film Entertainment","Canada, United States of America",2020-06-26,858281.0,103.0,"English, Italiano",Released,We all pay for our crimes in the end.,Capone,False,4.979,329.0,6.0,2020.0,capone,['Josh Trank']
False,/wdwcOBMkt3zmPQuEMxB3FUtMio2.jpg,Captain America Collection,250000000.0,"Adventure, Action, Science Fiction",https://www.marvel.com/movies/captain-america-civil-war,271110.0,tt3498820,en,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",81.905,/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,Marvel Studios,United States of America,2016-04-27,1155046416.0,147.0,"Română, English, Deutsch, Pусский",Released,United we stand. Divided we fall.,Captain America: Civil War,False,7.443,21738.0,4.0,2016.0,captainamericacivilwar,"['Anthony Russo', 'Joe Russo']"
False,/wdwcOBMkt3zmPQuEMxB3FUtMio2.jpg,Captain America Collection,250000000.0,"Adventure, Action, Science Fiction",https://www.marvel.com/movies/captain-america-civil-war,271110.0,tt3498820,en,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",81.905,/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,Marvel Studios,United States of America,2016-04-27,1155046416.0,147.0,"Română, English, Deutsch, Pусский",Released,United we stand. Divided we fall.,Captain America: Civil War,False,7.442,21739.0,4.0,2016.0,captainamericacivilwar,"['Anthony Russo', 'Joe Russo']"
False,/yFuKvT4Vm3sKHdFY4eG6I4ldAnn.jpg,Captain America Collection,140000000.0,"Action, Adventure, Science Fiction",https://www.marvel.com/movies/captain-america-the-first-avenger,1771.0,tt0458339,en,Captain America: The First Avenger,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",50.65,/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg,Marvel Studios,United States of America,2011-07-22,370569774.0,124.0,"Français, Norsk, English",Released,When patriots become heroes,Captain America: The First Avenger,False,7.0,20467.0,7.0,2011.0,captainamericathefirstavenger,['Joe Johnston']
