Titre original,Note presse,Note spectateur,id allocine,Réalisateur,date,duree_minutes,Nombre_de_notes_spectateurs,Nombre_de_critiques_spectateurs,Nombre_de_critiques_presse,mois_sortie_x,annee_sortie_x,titre_normalise,nom_du_realisateur_bis,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,mois_sortie_y,annee_sortie_y,nom_du_realisateur
Phantom Thread,4.3,3.8,247980,Paul Thomas Anderson,2018-02-14,131.0,5387.0,300.0,34.0,2.0,2018.0,phantomthread,paulthomasanderson,False,/vpRMzPqHC03I7hPPET4Av2OT8dI.jpg,,35000000.0,"Drama, Romance",http://focusfeatures.com/phantom-thread,400617.0,tt5776858,en,Phantom Thread,"In 1950s London, renowned British dressmaker Reynolds Woodcock comes across Alma, a young, strong-willed woman, who soon becomes ever present in his life as his muse and lover.",26.549,/hgoWjp9Sh0MI97eAMZCnIoVfgvq.jpg,"Focus Features, Annapurna Pictures, Perfect World Pictures, JoAnne Sellar Productions, Ghoulardi Film Company","China, United States of America",2017-12-25,47756590.0,130.0,"English, Français",Released,"Whatever you do, do it carefully.",Phantom Thread,False,7.3,3259.0,12.0,2017.0,Paul Thomas Anderson
Philomena,3.8,4.1,213656,Stephen Frears,2013-11-06,98.0,3923.0,497.0,28.0,11.0,2013.0,philomena,stephenfrears,False,/eyn0vuN4IZjImE5Dws0iPhZrCMc.jpg,,12000000.0,Drama,,205220.0,tt2431286,en,Philomena,"A woman searches for her adult son, who was taken away from her decades ago when she was forced to live in a convent.",10.742,/eBUv2GmGdXmCk1AaSOmyiu70hN8.jpg,"Baby Cow Productions, BBC Film, Magnolia Mae Films, Pathe, BFI, Canal+, Ciné+",United Kingdom,2013-11-01,100100000.0,98.0,English,Released,These two unlikely companions are on a journey to find her long lost son.,Philomena,False,7.359,1524.0,11.0,2013.0,Stephen Frears
Phil Spector,,3.0,186384,David Mamet,2018-07-10,92.0,103.0,19.0,,7.0,2018.0,philspector,davidmamet,False,/t6d3Zw4hTkaPoQ75dRvnxCrN8Ms.jpg,,0.0,"Drama, TV Movie",,173153.0,tt1745862,en,Phil Spector,A drama centered on the relationship between Phil Spector and defense attorney Linda Kenney Baden while the music business legend was on trial for the murder of Lana Clarkson.,8.772,/vGLqUtMmZPEes7q59GoNusNNtjY.jpg,HBO Films,United States of America,2013-03-24,0.0,92.0,English,Released,The truth is somewhere in the mix.,Phil Spector,False,5.7,116.0,3.0,2013.0,David Mamet
Phoenix Forgotten,,1.9,254055,Justin Barber,2018-03-21,80.0,119.0,16.0,,3.0,2018.0,phoenixforgotten,justinbarber,False,/3RXc6plqoqXUFTsgMe41HBml9Pp.jpg,,2800000.0,"Horror, Mystery, Science Fiction",http://phoenixforgotten.com/,443319.0,tt6574272,en,Phoenix Forgotten,"20 years after three teenagers disappeared in the wake of mysterious lights appearing above Phoenix, Arizona, unseen footage from that night has been discovered, chronicling the final hours of their fateful expedition.",14.329,/q0BbjmTPSqF1QnZxHNc1GQ4JIHc.jpg,"Scott Free Productions, Cinelou Films, 20th Century Fox",United States of America,2017-04-21,3600000.0,87.0,English,Released,Based on Shocking Untold True Events,Phoenix Forgotten,False,5.9,251.0,4.0,2017.0,Justin Barber
Ping Pong Summer,3.0,3.1,226719,Michael Tully,2014-07-16,92.0,96.0,14.0,18.0,7.0,2014.0,pingpongsummer,michaeltully,False,/2Oq3s9XabKVgMzisEDtelthiDgC.jpg,,0.0,"Comedy, Drama, History, Family",,246011.0,tt2402985,en,Ping Pong Summer,"In 1985 a summer vacation in Ocean City, Md., changes the life of a shy white teen who's obsessed with table tennis and hip-hop music.",4.734,/o2GYdbshaBeWZn0V4tFLyiyg0BS.jpg,"Nomadic Independence Pictures, Compass Entertainment, Indie Entertainment, Epic Match Media",United States of America,2014-06-06,25781.0,92.0,English,Released,1985 - Wish You Were Here!,Ping Pong Summer,False,5.8,45.0,6.0,2014.0,Michael Tully
Piranha 3D,3.5,2.6,109173,Alexandre Aja,2010-09-01,89.0,7578.0,1507.0,22.0,9.0,2010.0,piranha3d,alexandreaja,False,/r1qHFpAJ1HZZm5CuFHw5zhgufMB.jpg,Piranha 3D Collection,24000000.0,"Comedy, Horror",http://www.piranha-3d.com,43593.0,tt0464154,en,Piranha 3D,"Each year the population of sleepy Lake Victoria, Arizona explodes from 5,000 to 50,000 residents for the annual Spring Break celebration. But then, an earthquake opens an underwater chasm, releasing an enormous swarm of ancient Piranha that have been dormant for thousands of years, now with a taste for human flesh. This year, there's something more to worry about than the usual hangovers and complaints from locals, a new type of terror is about to be cut loose on Lake Victoria.",67.997,/9651UNV3Mj45IOYCD9vlxFpYiw0.jpg,"Atmosphere Entertainment MM, Chako Film Company, Dimension Films, Intellectual Properties Worldwide, Aja / Levasseur Productions",United States of America,2010-08-20,83188165.0,88.0,English,Released,There's something in the water.,Piranha 3D,False,5.393,2043.0,8.0,2010.0,Alexandre Aja
Piranha 3DD,,1.4,185029,John Gulager,2013-12-03,88.0,1070.0,173.0,,12.0,2013.0,piranha3dd,johngulager,False,/bVVUstdTawtCF2RkB9awLNxPLXk.jpg,Piranha 3D Collection,5000000.0,"Horror, Thriller, Comedy",http://piranha-3d.com/,71668.0,tt1714203,en,Piranha 3DD,"After the events at Lake Victoria, the prehistoric school of blood-thirsty piranhas make their way into swimming pools, plumbing, and a newly opened water park.",40.134,/mv2Ej9WPVWivNvtMTTxgb07c7N9.jpg,"Dimension Films, Mark Canton Productions, Intellectual Properties Worldwide",United States of America,2012-05-11,8493728.0,83.0,English,Released,Twice the Teeth. Twice the Terror.,Piranha 3DD,False,4.325,963.0,5.0,2012.0,John Gulager
Piranhaconda,,1.2,206673,Jim Wynorski,2013-10-22,86.0,88.0,24.0,,10.0,2013.0,piranhaconda,jimwynorski,False,/x4isI9dTMq8PymG3AtNu22M9Vuj.jpg,,1000000.0,"Horror, Science Fiction, Comedy, TV Movie",,115084.0,tt1886644,en,Piranhaconda,A hybrid creature - half piranha and half anaconda -- attacks a low-budget horror movie crew on location near her nest when her egg is stolen. Now they must outrun and kill the deadly piranhaconda as well as stop the mad scientist who stole the egg - before they all become dinner.,18.683,/oqgQghwDwyv4PzyaoMUnhgtiCjt.jpg,New Horizons Picture,United States of America,2012-06-16,0.0,90.0,English,Released,Part Snake! Part Fish! All Killer!,Piranhaconda,False,5.1,141.0,6.0,2012.0,Jim Wynorski
Pirates of the Caribbean: On Stranger Tides,2.5,3.3,139812,Rob Marshall,2011-05-18,136.0,42879.0,2312.0,16.0,5.0,2011.0,piratesofthecaribbeanonstrangertides,robmarshall,False,/wQ0r0JRs7elHSKg1SFtdWdKTYKi.jpg,Pirates of the Caribbean Collection,379000000.0,"Adventure, Action, Fantasy",https://movies.disney.com/pirates-of-the-caribbean-on-stranger-tides,1865.0,tt1298650,en,Pirates of the Caribbean: On Stranger Tides,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",109.111,/keGfSvCmYj7CvdRx36OdVrAEibE.jpg,"Walt Disney Pictures, Jerry Bruckheimer Films, Moving Picture Company","United Kingdom, United States of America",2011-05-15,1045700000.0,137.0,"English, Español",Released,Live Forever Or Die Trying.,Pirates of the Caribbean: On Stranger Tides,False,6.541,13309.0,5.0,2011.0,Rob Marshall
Pitch Perfect,2.6,3.8,208563,Jason Moore,2013-05-08,113.0,4308.0,286.0,11.0,5.0,2013.0,pitchperfect,jasonmoore,False,/zZoSxRhNwdqSBB5mVmRpXEwKFWv.jpg,Pitch Perfect Collection,17000000.0,"Comedy, Music, Romance",http://www.pitchperfectmovie.com/,114150.0,tt1981677,en,Pitch Perfect,"College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.",33.113,/ntRIoh8Qf1BI1AYGx0STfq0wUmb.jpg,"Brownstone Productions, Gold Circle Films, Universal Pictures",United States of America,2012-09-28,115400000.0,112.0,English,Released,Get pitch slapped.,Pitch Perfect,False,7.294,6271.0,9.0,2012.0,Jason Moore
Pitch Perfect 2,2.5,3.5,217029,Elizabeth Banks,2015-07-22,114.0,2748.0,158.0,16.0,7.0,2015.0,pitchperfect2,elizabethbanks,False,/bWOfRV1Ubk9SWEDZDDjsmIUCcbZ.jpg,Pitch Perfect Collection,29000000.0,"Comedy, Music",,254470.0,tt2848292,en,Pitch Perfect 2,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",35.486,/fQaEGzFmvTYu3G641WV0Tg9auAt.jpg,"Brownstone Productions, Gold Circle Films, Universal Pictures",United States of America,2015-05-07,287506194.0,115.0,English,Released,We're back pitches,Pitch Perfect 2,False,6.863,5125.0,5.0,2015.0,Elizabeth Banks
Pitch Perfect 3,2.1,3.2,236998,Trish Sie,2017-12-27,96.0,1591.0,76.0,7.0,12.0,2017.0,pitchperfect3,trishsie,False,/f5a9YRvJ7uSM0JAtEI59sqKRnVg.jpg,Pitch Perfect Collection,45000000.0,"Comedy, Music",http://www.pitchperfectmovie.com/,353616.0,tt4765284,en,Pitch Perfect 3,"After the highs of winning the world championships, the Bellas find themselves split apart and discovering there aren't job prospects for making music with your mouth. But when they get the chance to reunite for an overseas USO tour, this group of awesome nerds will come together to make some music, and some questionable decisions, one last time.",31.408,/iHxmTTFMuuPIwwj39C4Zkk9IL4m.jpg,"Gold Circle Films, Perfect World Pictures, Universal Pictures",United States of America,2017-12-20,184724494.0,93.0,English,Released,Last Call Pitches,Pitch Perfect 3,False,6.537,3156.0,12.0,2017.0,Trish Sie
Pixels,3.2,2.7,202798,Chris Columbus,2015-07-22,106.0,5553.0,453.0,6.0,7.0,2015.0,pixels,chriscolumbus,False,/dsxpP9qbF1PHk4j4aPjimkLTwxq.jpg,,88000000.0,"Action, Comedy, Science Fiction",https://www.sonypictures.com/movies/pixels,257344.0,tt2120120,en,Pixels,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,53.268,/rV5DzghQv6z6Yagak6ysKE77nuf.jpg,"Columbia Pictures, Happy Madison Productions, 1492 Pictures, Film Croppers, LStar Capital, China Film Group Corporation","China, United States of America",2015-07-16,244900000.0,105.0,English,Released,Game On.,Pixels,False,5.7,7153.0,7.0,2015.0,Chris Columbus
Planes,2.1,2.7,183447,Klay Hall,2013-10-09,92.0,2452.0,264.0,14.0,10.0,2013.0,planes,klayhall,False,/1BaUaXBRKzwNESZ6hZkZjelatmt.jpg,Planes Collection,50000000.0,"Animation, Family, Adventure, Comedy",,151960.0,tt1691917,en,Planes,"Dusty is a cropdusting plane who dreams of competing in a famous aerial race. The problem? He is hopelessly afraid of heights. With the support of his mentor Skipper and a host of new friends, Dusty sets off to make his dreams come true.",34.587,/i2xgU0y0p77WTrB0oIkbpdaWq8R.jpg,"Walt Disney Pictures, DisneyToon Studios",United States of America,2013-08-09,219788712.0,91.0,English,Released,From above the world of Cars,Planes,False,5.882,1573.0,8.0,2013.0,Klay Hall
Planes: Fire & Rescue,3.2,3.0,222257,Roberts Gannaway,2014-07-23,84.0,1336.0,130.0,18.0,7.0,2014.0,planesfirerescue,robertsgannaway,False,/9GRprCMQOWJzczPxqAaGxYft5m9.jpg,Planes Collection,50000000.0,"Animation, Comedy, Adventure, Family",http://movies.disney.com/planes-fire-and-rescue,218836.0,tt2980706,en,Planes: Fire & Rescue,"When world-famous air racer Dusty learns that his engine is damaged and he may never race again, he must shift gears and is launched into the world of aerial firefighting. Dusty joins forces with veteran fire and rescue helicopter Blade Ranger and his team, a bunch of all-terrain vehicles known as The Smokejumpers. Together, the fearless team battles a massive wildfire, and Dusty learns what it takes to become a true hero.",25.914,/pOmteFeBDI9FJOPTDvYJYFeAtdp.jpg,"Disney Television Animation, Prana Animation Studios, DisneyToon Studios, Walt Disney Pictures, Prana Studios",United States of America,2014-07-17,151165787.0,83.0,English,Released,"When others fly out, heroes fly in.",Planes: Fire & Rescue,False,6.2,789.0,7.0,2014.0,Roberts Gannaway
Planet Hulk,,3.4,175726,Sam Liu,,81.0,115.0,19.0,,,,planethulk,samliu,False,/3utATrnpVG3VMmI9j8fw5wr0sZB.jpg,,0.0,"Science Fiction, Animation, Action",http://www.lionsgate.com/planethulk/,30675.0,tt1483025,en,Planet Hulk,"When the Hulk's presence on Earth becomes too great a risk, the Illuminati trick him to board a shuttle destined for a planet where he will be able to live in peace, and launch it into space. The Hulk's struggle to escape causes the shuttle to malfunction and crash land on the planet Sakaar, however, where he is sold into slavery and trained as a gladiator.",18.383,/5wCzY3sAs6zHIzzHIcTKN2g0pu8.jpg,"Marvel Animation, Lionsgate, MLG Productions 8",United States of America,2010-02-02,7000000.0,81.0,English,Released,Will he save their world... or destroy it?,Planet Hulk,False,7.027,442.0,2.0,2010.0,Sam Liu
Planet of the Sharks,,1.2,249947,Mark Atkins,2023-01-16,85.0,41.0,6.0,,1.0,2023.0,planetofthesharks,markatkins,False,/d3fAR9lW5Jc4FBNhAGKvDWpiBlY.jpg,The Sharks Collection,5.0,"Action, Horror, Science Fiction",,407620.0,tt5828640,en,Planet of the Sharks,"In the near future, glacial melting has covered 98% of earth's landmass. Sharks have flourished and now dominate the planet, operating as one massive school led by a mutated alpha shark.",8.981,/54hwLfOJONjqOFxGlEixpOHeEnx.jpg,"Syfy, The Asylum",United States of America,2016-07-27,6.0,85.0,English,Released,WHEN THE WORLD FLOODS WITH WATER ONE SPECIES RISES TO THE TOP,Planet of the Sharks,False,3.6,62.0,7.0,2016.0,Mark Atkins
Playback,,1.6,185576,Michael A. Nickles,2014-04-08,98.0,98.0,19.0,,4.0,2014.0,playback,michaelanickles,False,/icXTfhdoFNNZDnnbROQoxnOQFL1.jpg,,7500000.0,"Horror, Thriller",http://www.playbackthemovie.com,84907.0,tt1682940,en,Playback,"While digging into their town's infamous past, a group of high school students unwittingly unlock an even darker secret. Now, an evil spirit has been awakened and will stop at nothing to find his true heir.",6.937,/7hkG8yiUasGSSayvqJ6MT4OWkn0.jpg,Bennett-Robbins Productions,United States of America,2012-03-09,0.0,95.0,English,Released,Picture. Evil.,Playback,False,4.0,92.0,3.0,2012.0,Michael A. Nickles
Playing For Keeps,,2.6,190733,Gabriele Muccino,2014-01-24,105.0,280.0,24.0,,1.0,2014.0,playingforkeeps,gabrielemuccino,False,/7nri5lxSStrCPGQdN8XBm2eDVBf.jpg,,35000000.0,"Comedy, Romance",,77875.0,tt1540128,en,Playing for Keeps,A former sports star who's fallen on hard times starts coaching his son's soccer team in an attempt to get his life together.,10.888,/jYv6MqOoAIpxZd6ydJ4S5S2QHDZ.jpg,"Evil Twins, Millennium Media, G-BASE, Eclectic Pictures",United States of America,2012-11-29,0.0,106.0,English,Released,"This holiday season, what do you really want?",Playing for Keeps,False,5.667,647.0,11.0,2012.0,Gabriele Muccino
Playing It Cool,,2.6,213688,Justin Reardon,2016-02-01,95.0,506.0,24.0,,2.0,2016.0,playingitcool,justinreardon,False,/zY75ms36ypIQxFAFLtoYfNFuSD7.jpg,,0.0,"Comedy, Romance",,277547.0,tt2139555,en,Playing It Cool,A young man meets and instantly falls in love with an engaged woman.,18.968,/96htqghZlKctNJqDLo2DuC9PEap.jpg,"Wonderland Sound and Vision, Voltage Pictures",United States of America,2014-09-26,1323415.0,94.0,English,Released,Love... it's a balancing act,Playing It Cool,False,5.9,706.0,9.0,2014.0,Justin Reardon
Playing With Fire,,2.3,268687,Andy Fickman,2020-04-06,96.0,175.0,12.0,,4.0,2020.0,playingwithfire,andyfickman,False,/5ukCAyXdRYmQEZ3CbSD695Y70Zz.jpg,,29900000.0,"Family, Comedy",,554241.0,tt9134216,en,Playing with Fire,A crew of rugged firefighters meet their match when attempting to rescue three rambunctious kids.,22.669,/nBLPIpReSatt1zcgVzSVzq5e581.jpg,"Broken Road Productions, Nickelodeon Movies, Paramount Players, Walden Media",United States of America,2019-11-08,69412425.0,96.0,English,Released,0% Contained,Playing with Fire,False,6.718,628.0,11.0,2019.0,Andy Fickman
Please Give,,2.6,145195,Nicole Holofcener,,86.0,45.0,8.0,,,,pleasegive,nicoleholofcener,False,/fUvwgWXOejXIwVbYPg9qPeAGKZQ.jpg,,3000000.0,"Comedy, Drama",http://www.sonyclassics.com/pleasegive/,40247.0,tt0878835,en,Please Give,"In New York City, a husband and wife butt heads with the granddaughters of the elderly woman who lives in the apartment the couple owns.",5.64,/kft7oy2SoImjDUXgeFbUxhICdc2.jpg,Likely Story,United States of America,2010-04-30,0.0,90.0,English,Released,,Please Give,False,6.1,131.0,4.0,2010.0,Nicole Holofcener
Plush,,2.0,203110,Catherine Hardwicke,,99.0,105.0,11.0,,,,plush,catherinehardwicke,False,/xxuKnh4gPvaLEJfx0cpnXT2dvNQ.jpg,,0.0,Thriller,http://plushthemovie.com/,215881.0,tt2226519,en,Plush,"A young singer/songwriter, despite being married, becomes involved with her new guitarist, who she soon discovers has a dark past and may be a danger to her and those close to her.",10.291,/iKtQbFwd72ZnXYbEIfEDVpHEJqo.jpg,"Reliance, Blumhouse Productions, IM Global Octane",United States of America,2013-09-13,0.0,98.0,English,Released,There's a fine line between love and obsession.,Plush,False,5.6,98.0,9.0,2013.0,Catherine Hardwicke
Point Blank,,2.5,266797,Joe Lynch,2020-04-10,86.0,279.0,22.0,,4.0,2020.0,pointblank,joelynch,False,/ldHPIMzOxS1bvEDtzPWS4csOhd8.jpg,,0.0,"Action, Thriller",https://www.netflix.com/title/80221677,531503.0,tt2499472,en,Point Blank,A nurse is forced to spring a wounded murder suspect from the hospital when the man’s brother kidnaps his pregnant wife and wants to make a trade.,15.165,/weAvkxl0dnPevIKD8fwHjiOi6tc.jpg,"WarParty Films, Gaumont",United States of America,2019-07-12,0.0,86.0,English,Released,A hell of a day. A hell of a pair.,Point Blank,False,6.0,494.0,7.0,2019.0,Joe Lynch
Point Break,2.0,2.3,197379,Ericson Core,2016-02-03,113.0,3196.0,349.0,4.0,2.0,2016.0,pointbreak,ericsoncore,False,/7fdy9iThI5qfJ9WMra8SrdvQs02.jpg,,105000000.0,"Action, Adventure, Crime, Thriller",https://www.facebook.com/PointBreakMovie,257088.0,tt2058673,en,Point Break,"A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, ""Point Break"".",27.035,/z7JOvw5Lqs9ezoFTJxmz3nx3av2.jpg,"Studio Babelsberg, Alcon Entertainment, DMG Entertainment, Taylor-Baldecchi-Wimmer Productions, Warner Bros. Pictures, Summit Entertainment, Cine Tirol, Eagle Pictures","Austria, Canada, China, Germany, Italy, United States of America",2015-12-03,133718711.0,113.0,English,Released,The only law that matters is gravity,Point Break,False,5.929,2145.0,12.0,2015.0,Ericson Core
Poker Night,,2.8,216323,Greg Francis,2023-12-04,104.0,79.0,15.0,,12.0,2023.0,pokernight,gregfrancis,False,/gYhho9k4wM72JivOQfySzRLmfuf.jpg,,0.0,"Thriller, Action, Crime, Horror",http://www.highlandfilmgroup.com/poker-night,298093.0,tt2548208,en,Poker Night,"When a new detective is caught by a vicious psychopath and locked in a basement, he must use the knowledge he learned from some of the best detectives at Poker Night, then match wits against his captor.",11.686,/8iLZq0Ms5gRmwthDCwRueKbekYa.jpg,Wingman Productions,"United States of America, Canada",2014-12-20,0.0,104.0,English,Released,How do you catch a killer when he's holding all the cards?...,Poker Night,False,5.9,195.0,12.0,2014.0,Greg Francis
Pokémon Detective Pikachu,3.1,3.5,248825,Rob Letterman,2019-05-08,105.0,6245.0,478.0,13.0,5.0,2019.0,pokémondetectivepikachu,robletterman,False,/nDP33LmQwNsnPv29GQazz59HjJI.jpg,,150000000.0,"Action, Adventure, Fantasy",http://www.detectivepikachumovie.net/,447404.0,tt5884052,en,Pokémon Detective Pikachu,"In a world where people collect pocket-size monsters (Pokémon) to do battle, a boy comes across an intelligent monster who seeks to be a detective.",40.047,/uhWvnFgg3BNlcUz0Re1HfQqIcCD.jpg,"Legendary Pictures, The Pokémon Company, TOHO","Japan, United States of America",2019-05-03,449762638.0,105.0,English,Released,Partner Up!,Pokémon Detective Pikachu,False,6.949,6425.0,5.0,2019.0,Rob Letterman
Polar,,3.0,232724,Jonas Åkerlund,2021-09-11,,1649.0,147.0,,9.0,2021.0,polar,jonasåkerlund,False,/lSCKo6QGJ88Gn3espNnvL87CinA.jpg,,0.0,"Action, Crime, Drama",https://www.netflix.com/title/80223052,483906.0,tt4139588,en,Polar,"When a retiring assassin realizes that he is the target of a hit, he winds up back in the game going head to head with a gang of younger, ruthless killers.",34.094,/qOBEpKVLl8Q9CZScbOcRRVISezV.jpg,"Dark Horse Entertainment, Constantin Film, JB Pictures","Germany, United States of America",2019-01-25,0.0,118.0,"English, Pусский",Released,"If the job doesn't kill you, retirement will.",Polar,False,6.258,2047.0,1.0,2019.0,Jonas Åkerlund
Polaroid,,2.1,242004,Lars Klevberg,2020-12-30,88.0,260.0,32.0,,12.0,2020.0,polaroid,larsklevberg,False,/nzMdjuUZ6LR3XheCG5VGwm5vYEY.jpg,,0.0,"Horror, Thriller, Mystery",,431075.0,tt5598292,en,Polaroid,"High school loner Bird Fitcher has no idea what dark secrets are tied to the mysterious Polaroid vintage camera she stumbles upon, but it doesn't take long to discover that those who have their picture taken meet a tragic end. Bird and her friends must survive one more night as they race to solve the mystery of the haunted Polaroid before it kills them all.",23.589,/6a1iqhfM0Y31kNPOSNPIuPrsYQ6.jpg,"Dimension Films, The Weinstein Company, Eldorado Films, Vertigo Entertainment","Canada, Norway, United States of America",2019-01-10,0.0,88.0,English,Released,"Beware This Camera...Once You Take It, It Takes You.",Polaroid,False,5.999,952.0,1.0,2019.0,Lars Klevberg
Polaroid,,2.1,242004,Lars Klevberg,2020-12-30,88.0,260.0,32.0,,12.0,2020.0,polaroid,larsklevberg,False,/kPcExTcTvjfhbBF8uEyoP9Tn1L.jpg,,20661.0,Horror,,347911.0,tt3956872,no,Polaroid,Two friends are playing with an old Polaroid camera they found in the closet.,3.307,/UfTMfM0ZtuFP10pG3kCCKw5pEo.jpg,Eldorado Films,Norway,2015-07-08,0.0,15.0,Norsk,Released,They didn't picture this,Polaroid,False,6.1,18.0,7.0,2015.0,Lars Klevberg
Poltergeist,2.3,1.9,132622,Gil Kenan,2015-06-24,93.0,1929.0,235.0,8.0,6.0,2015.0,poltergeist,gilkenan,False,/c4vArFoyluY4XyBkSZe2kgae613.jpg,,35000000.0,Horror,,243688.0,tt1029360,en,Poltergeist,"A family's suburban home is invaded by angry spirits. When the terrifying apparitions escalate their attacks and take the youngest daughter, the family must come together to rescue her.",36.166,/A1ymtbzatZp94Z49ZOBb8JGXOBB.jpg,"TSG Entertainment, Ghost House Pictures, Vertigo Entertainment, Metro-Goldwyn-Mayer, Fox 2000 Pictures",United States of America,2015-05-20,95437994.0,93.0,English,Released,They're here. And they know what scares you.,Poltergeist,False,5.2,2168.0,5.0,2015.0,Gil Kenan
Pompeii,2.6,2.4,193419,Paul W.S. Anderson,2014-02-19,105.0,6747.0,932.0,8.0,2.0,2014.0,pompeii,paulwsanderson,False,/2Pd1IbMVubk2UNorJK5G1xR1cwG.jpg,,100000000.0,"Action, Adventure, History, Romance, Drama",,76649.0,tt1921064,en,Pompeii,"In 79 A.D., Milo, a slave turned gladiator, finds himself in a race against time to save his true love Cassia, the beautiful daughter of a wealthy merchant who has been unwillingly betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts in a torrent of blazing lava, Milo must fight his way out of the arena in order to save his beloved as the once magnificent Pompeii crumbles around him.",21.997,/dxxM3lLDjGRC50i5rhvfQziskAN.jpg,"Don Carmody Productions, TriStar Pictures, FilmDistrict, Impact Pictures, Constantin Film, Summit Entertainment","Canada, Germany, United Kingdom, United States of America",2014-02-18,117831631.0,105.0,English,Released,No warning. No escape.,Pompeii,False,5.528,3098.0,2.0,2014.0,Paul W. S. Anderson
Poms,,3.0,249230,Zara Hayes,2021-09-25,91.0,151.0,8.0,,9.0,2021.0,poms,zarahayes,False,/crBW5hKJk8BzsGMMTzTBYFTDapd.jpg,,0.0,"Comedy, Drama",http://www.pomsmovie.com/,574241.0,tt5125894,en,Poms,"After moving to a retirement community, loner Martha eventually befriends her fun-loving neighbor, Sheryl, and forms a cheerleading club for young-at-heart seniors, though they face roadblocks along the way.",11.406,/m2ksKdmWIoUh3GJfu9oEBLorjAJ.jpg,"STXfilms, Sierra/Affinity, Mad as Birds, Rose Pictures, Entertainment One","Canada, United Kingdom, United States of America",2019-05-09,8600192.0,91.0,English,Released,It’s never too late to chase a dream.,Poms,False,6.55,199.0,5.0,2019.0,Zara Hayes
Population: 2,,1.2,223567,Gil Luna,2013-09-17,83.0,52.0,16.0,,9.0,2013.0,population2,gilluna,False,,,100000.0,"Drama, Science Fiction",,182020.0,tt1764547,en,Population 2,"Set against the backdrop of a post-Apocalypse Earth, Population 2 is about a relationship that ends in tragedy forcing a woman to struggle in the aftermath.",1.646,/xZBUaw0V1CZqNQTSRjAacuECOkk.jpg,Moon Tribe Studios,United States of America,2012-01-01,0.0,82.0,English,Released,"When Everything's Gone, Your Memories Are All You Have.",Population 2,False,2.5,13.0,1.0,2012.0,Gil Luna
Port Authority,3.3,3.8,264843,Danielle Lessovitz,2019-09-25,105.0,367.0,26.0,21.0,9.0,2019.0,portauthority,daniellelessovitz,False,/8fodptokLS15t13AGPOEJcyepx3.jpg,,0.0,Drama,,572404.0,tt7587282,en,Port Authority,"Paul, a 20 year old midwesterner, arrives at the central bus station and quickly catches eyes with Wye, a 22 year old girl voguing on the sidewalk. After Paul seeks her out in secret, an intense love between them blossoms. But when Paul discovers Wye is trans, he is forced to confront his own identity and what it means to belong.",7.391,/yOT2GI8v0Z5nJEJkiwShLH7hSxo.jpg,"Madeleine Films, RT Features, Sikelia Productions, Rhea Films, Hercules Film Fund, MUBI","France, United States of America",2019-09-25,0.0,94.0,English,Released,,Port Authority,False,6.392,37.0,9.0,2019.0,Danielle Lessovitz
Porto,,2.9,247512,Gabe Klinger,,74.0,16.0,5.0,,,,porto,gabeklinger,False,/5Fo0SnaEAI8OmzQk0HH0w30RW8d.jpg,,0.0,"Romance, Drama",,374471.0,tt4446472,en,Porto,"Jake and Mati are two outsiders in the northerly Portuguese city of Porto who once experienced a brief connection. A mystery remains about the moments they shared, and in searching through memories, they relive the depths of a night uninhibited by the consequences of time.",6.756,/2jsNrAJx3z1uzrw4Jg1XIvOl7Cv.jpg,"Gladys Glover, Salem Street Entertainment, Double Play Films, Bando à Parte","Poland, Portugal, France, United States of America",2017-07-27,0.0,75.0,"English, Français, Português",Released,,Porto,False,5.7,36.0,7.0,2017.0,Gabe Klinger
